t,mode_index,q,mean_magnetization,coherent_A_real,coherent_A_imag,coherent_A_abs,direct_coherent_A_plus_real,direct_coherent_A_plus_imag,direct_coherent_A_plus_abs,cosine_amplitude,theory_cosine_amplitude
24,0,0.0,0.005458333333333333,1.0416666666666675e-05,0.0,1.0416666666666675e-05,0.005458333333333333,0.0,0.005458333333333333,1.0416666666666675e-05,1.8834318862197594e-05
25,0,0.0,0.004333333333333333,1.0416666666666675e-05,0.0,1.0416666666666675e-05,0.004333333333333332,0.0,0.004333333333333332,1.0416666666666675e-05,1.3560709580782267e-05
26,0,0.0,0.0017708333333333337,0.0,0.0,0.0,0.001770833333333333,0.0,0.001770833333333333,0.0,9.763710898163232e-06
27,0,0.0,-0.0035625,0.0,0.0,0.0,-0.0035624999999999997,0.0,0.0035624999999999997,0.0,7.029871846677526e-06
28,0,0.0,-0.0027500000000000003,0.0,0.0,0.0,-0.00275,0.0,0.00275,0.0,5.061507729607819e-06
29,0,0.0,-0.0018750000000000006,0.0,0.0,0.0,-0.0018750000000000001,0.0,0.0018750000000000001,0.0,3.6442855653176293e-06
30,0,0.0,-0.0027500000000000007,0.0,0.0,0.0,-0.00275,0.0,0.00275,0.0,2.6238856070286932e-06
31,0,0.0,-0.0053750000000000004,0.0,0.0,0.0,-0.005375,0.0,0.005375,0.0,1.889197637060659e-06
32,0,0.0,-0.009583333333333334,0.0,0.0,0.0,-0.009583333333333334,0.0,0.009583333333333334,0.0,1.3602222986836745e-06
33,0,0.0,-0.007854166666666667,0.0,0.0,0.0,-0.007854166666666666,0.0,0.007854166666666666,0.0,9.793600550522456e-07
34,0,0.0,-0.011187499999999998,0.0,0.0,0.0,-0.0111875,0.0,0.0111875,0.0,7.051392396376167e-07
35,0,0.0,0.0005833333333333334,0.0,0.0,0.0,0.0005833333333333334,0.0,0.0005833333333333334,0.0,5.07700252539084e-07
36,0,0.0,0.001479166666666667,0.0,0.0,0.0,0.0014791666666666668,0.0,0.0014791666666666668,0.0,3.655441818281405e-07
37,0,0.0,-0.0004166666666666666,0.0,0.0,0.0,-0.0004166666666666666,0.0,0.0004166666666666666,0.0,2.631918109162611e-07
38,0,0.0,-0.002,0.0,0.0,0.0,-0.002,0.0,0.002,0.0,1.8949810385970802e-07
39,0,0.0,-0.003000000000000001,0.0,0.0,0.0,-0.0029999999999999996,0.0,0.0029999999999999996,0.0,1.3643863477898978e-07
40,0,0.0,-0.0012708333333333337,0.0,0.0,0.0,-0.0012708333333333326,0.0,0.0012708333333333326,0.0,9.823581704087263e-08
