t,mode_index,q,mean_magnetization,coherent_A_real,coherent_A_imag,coherent_A_abs,direct_coherent_A_plus_real,direct_coherent_A_plus_imag,direct_coherent_A_plus_abs,cosine_amplitude,theory_cosine_amplitude
31,6,0.39269908169872414,0.0021250000000000006,0.0,-0.0,0.0,-0.0012138546340925865,0.00022111794328835536,0.0012338298981432244,0.0,-4.716547072972733e-25
32,6,0.39269908169872414,0.0008124999999999995,0.0,-0.0,0.0,-0.0013864394996820004,0.0032511324106117,0.003534413167360081,0.0,8.528469131819739e-26
33,6,0.39269908169872414,0.0030000000000000005,0.0,-0.0,0.0,-0.002456866727981819,0.00042216041620100225,0.0024928725470972427,0.0,-1.5421193641678009e-26
34,6,0.39269908169872414,-0.0012291666666666668,0.0,-0.0,0.0,0.0010344737375979568,-0.00023625854176002666,0.0010611098022044942,0.0,2.7884630835661768e-27
35,6,0.39269908169872414,-0.0014166666666666666,0.0,-0.0,0.0,-0.006907275146585972,-0.000645774261554105,0.006937396799054384,0.0,-5.042104099774031e-28
36,6,0.39269908169872414,-0.001520833333333334,0.0,-0.0,0.0,-0.0001584512714748419,-0.00039354609967763213,0.00042424678903142074,0.0,9.117141949193302e-29
37,6,0.39269908169872414,-0.005416666666666667,0.0,-0.0,0.0,-0.000855228311656968,-0.0021372521692703903,0.0023020126628910224,0.0,-1.6485632917707008e-29
38,6,0.39269908169872414,-0.0061041666666666675,0.0,-0.0,0.0,0.001932694437609804,-0.004285373274737401,0.00470103519376333,0.0,2.9809351901275594e-30
39,6,0.39269908169872414,-0.0017291666666666664,0.0,-0.0,0.0,-0.0013000048515612397,-0.0021965541084659483,0.0025524228814013945,0.0,-5.390132518477054e-31
40,6,0.39269908169872414,-0.0002500000000000002,0.0,-0.0,0.0,-0.0021879437486889714,-0.00037182907418618905,0.002219314017402068,0.0,9.746447578922553e-32
