sweep_parameter,sweep_value,dynamics,t,theory_norm_mean,theory_norm_se,amp_mean,amp_se,amp_norm_mean,amp_norm_se,R,B,h,phi_bar,delta_h_minus_phi,m_star,Lambda_star,mu,sigma_eff
R,6.0,microscopic,12,0.003889004485099101,1.6391596110357717e-19,0.0005631453671992228,0.0007584193489975767,0.011440308712028646,0.015245208000802745,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,13,0.002449016142074038,1.6391596110357717e-19,0.0003375467827050505,0.000939574448859443,0.006896996341763984,0.018889710847455197,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,14,0.0015422147459895172,8.195798055178859e-20,-0.0011359736604813896,0.0010221628095423215,-0.022698774433801645,0.020562633107634648,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,15,0.0009711762539601947,0.0,-0.0024151389803814937,0.0011205609981433922,-0.04863469478315962,0.022583982698564112,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,16,0.0006115771611631102,4.0978990275894293e-20,-0.0020126760232533026,0.000680891344917084,-0.04043676356659792,0.013674573246312544,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,17,0.0003851274395673798,0.0,-0.0006660024937781435,0.0009998423567058397,-0.013566761537585445,0.02017730295995271,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,18,0.0002425256437399357,1.0244747568973573e-20,-0.00040825058171082293,0.0009598004036308832,-0.008207652422864602,0.019225604089660935,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,19,0.00015272525878068374,0.0,-0.0006619918059669519,0.0007928465745381457,-0.013232565587029763,0.015899537869268034,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,20,9.617541596813e-05,0.0,-0.002291610625050962,0.0006466191114516521,-0.04599951773394444,0.01296741993030542,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,21,6.056438018498032e-05,2.5611868922433933e-21,-0.0020113787040016307,0.0009502020916272421,-0.040514894898305405,0.019142631673192693,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,22,3.813910353563045e-05,0.0,-0.0010976803594283553,0.001150566147306926,-0.02212639555580278,0.02309849688547323,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,23,2.401727243073927e-05,1.2805934461216967e-21,-6.202622323018186e-05,0.001118451691532404,-0.0012860289953960163,0.022497028803667447,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,24,1.5124355885120918e-05,0.0,-0.00013131756067511895,0.001149189550607599,-0.002751114472255183,0.023136719377191604,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,25,9.524234760606028e-06,0.0,-0.0002800583348385093,0.0009819754781226473,-0.0057504321605767236,0.01973925109507952,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,26,5.997680064139203e-06,3.2014836153042417e-22,-0.0003797327776344883,0.0007398746321929159,-0.007773629297262735,0.014941033907514901,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,27,3.77690880747294e-06,0.0,-0.0009968660921831614,0.0006203744154134273,-0.020052458245808064,0.01248558188461013,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,28,2.3784263227475116e-06,0.0,-0.00029372866501143594,0.00057722982697946,-0.006031619171240605,0.011667490551245989,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,29,1.497762339812273e-06,8.003709038260604e-23,-0.00011274247981557685,0.0007702496501173625,-0.0023254335039654328,0.01555989856877481,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,30,9.431833162561563e-07,8.003709038260604e-23,-0.0005499861101639083,0.00032205853594731833,-0.011120996174633713,0.006506471195390077,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
R,6.0,microscopic,31,5.939492163859999e-07,0.0,-0.0002423098831378222,0.0010489558564154837,-0.004953857096927991,0.02106565316881055,6,0.72,0.0,0.0,0.0,0.0,0.72,0.2660636845840808,0.29484459183327977
