sweep_parameter,sweep_value,dynamics,seed_index,seed,mode_index,q,q_over_pi,kernel_hat,lambda_theory,lambda_fit,fit_r2,A0,A1,R,B,h,phi_bar,delta_h_minus_phi,m_star,Lambda_star,mu,sigma_eff
B,0.4,microscopic,3,40260804,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-2.2204460492503132e-17,0.004926447176654702,0.0074239001496284596,0.049679106417293624,0.0002589674023712662,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
B,0.4,microscopic,4,40260805,0,0.0,0.0,1.0,0.4,0.3766691874040981,0.9700828012097958,0.049979166666666665,0.01853125,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
B,0.4,microscopic,4,40260805,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.35511640799625127,0.4015726985583405,0.9655044002289025,0.05017501885528134,0.019313307290668966,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
B,0.4,microscopic,4,40260805,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.23761752813775902,0.2399396310311578,0.9317287016222991,0.05006326365570011,0.012115868519717738,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
B,0.4,microscopic,4,40260805,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.03333333333333329,-0.017952344973321915,0.25318965550580763,0.05124466746848367,-0.0009402652828531963,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
B,0.4,microscopic,4,40260805,6,0.39269908169872414,0.125,-0.2511391455052437,-0.10045565820209748,-0.10409666595678013,0.9132457372488605,0.05070192174772467,-0.005342151949439014,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
B,0.4,microscopic,4,40260805,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-2.2204460492503132e-17,-0.004273102511678053,-0.09284416483263014,0.050300640746387446,-0.00020948200565268916,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
B,0.4,microscopic,5,40260806,0,0.0,0.0,1.0,0.4,0.39310561178013514,0.9762520376879279,0.049463541666666666,0.019380208333333333,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
B,0.4,microscopic,5,40260806,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.35511640799625127,0.3500965115092677,0.9901784959435743,0.049989848330751575,0.01787690791449134,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
B,0.4,microscopic,5,40260806,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.23761752813775902,0.2147642727505559,0.932004953969412,0.0490064576055626,0.010355505059261047,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
B,0.4,microscopic,5,40260806,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.03333333333333329,-0.020419205205535914,-0.12024242958207343,0.04959511252810378,-0.0010640073010181796,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
B,0.4,microscopic,5,40260806,6,0.39269908169872414,0.125,-0.2511391455052437,-0.10045565820209748,-0.1059067016188015,0.49082779123189135,0.04856781179002739,-0.005030310467434673,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
B,0.4,microscopic,5,40260806,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-2.2204460492503132e-17,0.021414913857643606,-1.1247849149256495,0.05070233009874673,0.0007247062163512967,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
B,0.4,microscopic,6,40260807,0,0.0,0.0,1.0,0.4,0.39895118929593965,0.9576439255903333,0.049796875000000004,0.019796875,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
B,0.4,microscopic,6,40260807,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.35511640799625127,0.3738562940788268,0.9589799909982768,0.05020833674450276,0.018740480165431117,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
B,0.4,microscopic,6,40260807,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.23761752813775902,0.2403567249401322,0.791673167405908,0.050313072548278,0.011909794682028935,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
B,0.4,microscopic,6,40260807,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.03333333333333329,-0.03177881175000777,0.43032342738872364,0.04995285917072863,-0.0015420048910256274,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
B,0.4,microscopic,6,40260807,6,0.39269908169872414,0.125,-0.2511391455052437,-0.10045565820209748,-0.1160415925879748,0.867154894214196,0.05051049157005144,-0.0058054805021548065,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
B,0.4,microscopic,6,40260807,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-2.2204460492503132e-17,0.01740180907802237,-0.011030133882660387,0.049925393849996225,0.0008740517223313402,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
B,0.4,microscopic,7,40260808,0,0.0,0.0,1.0,0.4,0.4196255681326989,0.9816322900496598,0.05029166666666666,0.020848958333333334,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
B,0.4,microscopic,7,40260808,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.35511640799625127,0.35499936749645006,0.9840311516265793,0.04960324317986906,0.0173605013083544,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
B,0.4,microscopic,7,40260808,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.23761752813775902,0.2128189482029321,0.9561197081542271,0.050118623388059155,0.010574909377834995,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
B,0.4,microscopic,7,40260808,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.03333333333333329,-0.04027618896972975,0.8071517075891631,0.05022432214026241,-0.0020163017213055234,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
B,0.4,microscopic,7,40260808,6,0.39269908169872414,0.125,-0.2511391455052437,-0.10045565820209748,-0.09810233721075799,0.7954367961189882,0.04865337995416842,-0.004618728897181816,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
