sweep_parameter,sweep_value,dynamics,t,theory_norm_mean,theory_norm_se,amp_mean,amp_se,amp_norm_mean,amp_norm_se,R,B,h,phi_bar,delta_h_minus_phi,m_star,Lambda_star,mu,sigma_eff
delta,-0.05,gaussian_map,26,4.272850324106807e-13,1.9082329364444266e-29,0.0,0.0,0.0,0.0,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,27,1.4288151690372695e-13,9.541164682222133e-30,0.0,0.0,0.0,0.0,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,28,4.777871051913705e-14,2.3852911705555332e-30,0.0,0.0,0.0,0.0,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,29,1.5976910298409302e-14,0.0,0.0,0.0,0.0,0.0,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,30,5.342581662625156e-15,2.9816139631944165e-31,0.0,0.0,0.0,0.0,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,31,1.7865268245676005e-15,1.4908069815972083e-31,0.0,0.0,0.0,0.0,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,32,5.974037078791822e-16,0.0,0.0,0.0,0.0,0.0,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,33,1.9976816764236102e-16,0.0,0.0,0.0,0.0,0.0,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,34,6.680126064978699e-17,0.0,0.0,0.0,0.0,0.0,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,35,2.233793540315039e-17,1.164692954372819e-33,0.0,0.0,0.0,0.0,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,36,7.4696697820015e-18,0.0,0.0,0.0,0.0,0.0,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,37,2.4978121587851515e-18,1.4558661929660237e-34,0.0,0.0,0.0,0.0,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,38,8.352531989577694e-19,0.0,0.0,0.0,0.0,0.0,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,39,2.7930359131108514e-19,0.0,0.0,0.0,0.0,0.0,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,40,9.339742274152473e-20,9.099163706037648e-36,0.0,0.0,0.0,0.0,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,0,1.0,0.0,0.05007180616218755,0.00019361298499804967,1.0,0.0,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,1,0.33439391990309136,2.0981243021257878e-17,0.01665910556186856,0.00034137998092592756,0.33273541486021824,0.0069056325725897596,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,2,0.11181929366815503,5.2453107553144695e-18,0.005666891976615212,0.00021348657228391268,0.1131416583746248,0.004121028723796932,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,3,0.03739169193048928,0.0,0.0016034982490305313,0.0002730327039780667,0.031954231356885625,0.00543264769384232,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,4,0.0125035544364451,6.556638444143087e-19,0.0009619279528097192,0.000516143025669025,0.019121709070555534,0.010317844107794084,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,5,0.0041811125807245655,3.2783192220715434e-19,0.0006059497804924562,0.0005185590277120136,0.012184767860138874,0.01035412638287905,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,6,0.0013981386254246172,8.195798055178859e-20,0.0005711991844088871,0.00046175676852403756,0.011463976366838867,0.009205299388146914,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,7,0.00046752905552365767,0.0,2.244924281813725e-06,0.000461085642131176,0.00010945962685680096,0.009194983578319516,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,8,0.00015633887354514592,0.0,-0.0001712636840863262,0.0002995192563498928,-0.0034368692095336473,0.005981428559065673,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,9,5.2278768757995044e-05,0.0,-0.0005014464533413714,0.00047674032631411794,-0.010037326494159754,0.009486632658130163,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,10,1.7481702412693227e-05,0.0,-0.001048311016817455,0.0005039164167085294,-0.020806819888473632,0.010020006587830288,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,11,5.845774996359817e-06,0.0,-0.0010557239254768986,0.0007280372728485101,-0.02093977401258392,0.014652611756148147,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,12,1.9547916159042387e-06,0.0,-0.0006483965099040246,0.0005801823130032677,-0.012856033527521599,0.011617180393730367,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,13,6.536704310359163e-07,4.001854519130302e-23,-0.0007212409103022088,0.00024275529773407954,-0.014468669800139708,0.004911336347330364,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,14,2.1858341775884342e-07,1.0004636297825755e-23,0.000284991717361352,0.0002884500243682651,0.005552908081716624,0.005813508223318926,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,15,7.309296589019462e-08,0.0,-0.0005656399695628384,0.0005096807597539138,-0.011437792369589722,0.010248587668658642,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,16,2.444184338136513e-08,2.5011590744564388e-24,0.0009131342962222861,0.0005054537605390834,0.018284944850286595,0.01009920820352744,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,17,8.173203817952112e-09,0.0,-0.00022074141125847475,0.0005707577101880362,-0.004266898430812131,0.011375890971693257,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,18,2.7330696628519187e-09,0.0,0.0007552901781587331,0.0006799103487513868,0.014980671409126432,0.013564084783009564,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,19,9.139218779292734e-10,3.9080610538381856e-26,0.0005800692633253068,0.00034564115999308713,0.01146866602788553,0.006896138446358878,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,20,3.0560991924596423e-10,1.9540305269190928e-26,0.00037751018087427135,0.00043531188628129805,0.007469798861997536,0.008721148194083789,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,21,1.0219409885792517e-10,0.0,0.0005733795553125162,0.0007019965210608459,0.011585412587177261,0.01402275950776854,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,22,3.4173085308065616e-11,0.0,6.634569881942342e-05,0.000282737125184305,0.0012985187555704684,0.005639365405575667,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,23,1.1427271951346799e-11,6.106345396622165e-28,0.0006821437750701892,0.00032882091255837296,0.013605215162448375,0.006537249584204581,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,24,3.821210261609504e-12,0.0,4.8491034367279375e-05,0.000574885822676575,0.0012011820618622719,0.011636288386057932,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,25,1.2777894781535191e-12,0.0,-4.150112732260222e-05,0.0004213848391338038,-0.0008394955402676063,0.008395318138630299,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,26,4.272850324106807e-13,1.9082329364444266e-29,3.946339462721719e-05,0.0005761890903254666,0.0007755063256745286,0.011509805013118084,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,27,1.4288151690372695e-13,9.541164682222133e-30,0.000994258401414529,0.0005928883077855386,0.020017966630336052,0.011836535611507753,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,28,4.777871051913705e-14,2.3852911705555332e-30,-0.00035039878083731286,0.00045251276313124084,-0.006868436875708981,0.009031578382974206,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,29,1.5976910298409302e-14,0.0,-0.00011187482596492529,0.0002989020677692279,-0.002145534815598876,0.005965784193262228,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,30,5.342581662625156e-15,2.9816139631944165e-31,1.6154197253289598e-05,0.0004303386105613165,0.0002820845729689953,0.008608312992799358,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,31,1.7865268245676005e-15,1.4908069815972083e-31,0.0001171898002748161,0.0009132940756877337,0.002423594157055571,0.01818603253395731,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,32,5.974037078791822e-16,0.0,6.349194168217608e-05,0.0006972019361322964,0.0014247666869976886,0.01394888166641318,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,33,1.9976816764236102e-16,0.0,-0.00012741974366163754,0.0004811367132084067,-0.0024348317368819757,0.009615026615735474,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,34,6.680126064978699e-17,0.0,-0.00012163965746337648,0.0006383990582132815,-0.0024197841525908127,0.012773610244342648,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,35,2.233793540315039e-17,1.164692954372819e-33,-7.067642773103053e-05,0.0004804149065108254,-0.0012795944421293386,0.009576977986396154,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,36,7.4696697820015e-18,0.0,0.0008675135570339545,0.0005141105390708517,0.01730677544176387,0.010234551314596161,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,37,2.4978121587851515e-18,1.4558661929660237e-34,0.0012354532865259966,0.00024259991888071585,0.024643768531444496,0.004836471970016598,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,38,8.352531989577694e-19,0.0,0.0008370080287021797,0.0004606710109910363,0.016823763400712705,0.00924276841581839,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,39,2.7930359131108514e-19,0.0,-0.0004181614795407473,0.0004945651488001556,-0.008236604149597771,0.009861784305943366,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,40,9.339742274152473e-20,9.099163706037648e-36,0.00018334327416805548,0.0007149383607559863,0.0038531735563745607,0.014405418459684774,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,0,1.0,0.0,0.05007829385631281,0.00021556467550191518,1.0,0.0,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,1,0.42771155064796623,2.0981243021257878e-17,0.02096789527624055,0.00023709302846668576,0.4186540733268038,0.0036919137767917613,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,2,0.1829371705576877,1.0490621510628939e-17,0.008802918612236336,0.00016640489460712407,0.17581485460851717,0.003472203944250398,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,3,0.07824434089038008,0.0,0.003698311034297321,9.874722060703722e-05,0.07388829324785876,0.00216830850386401,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,4,0.033466008371652534,0.0,0.0015129033778763356,9.020740442020133e-05,0.030227518360209676,0.0018433498471503342,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,5,0.014313798334637322,0.0,0.0006828312977199305,0.00010306863012712056,0.013653207653458238,0.002076939006065534,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,6,0.006122176881370005,0.0,0.0004192841095127106,9.194462661497701e-05,0.008376118670980454,0.001830752782684296,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,7,0.002618525767271895,1.6391596110357717e-19,0.00017930723809553046,6.559797312913957e-05,0.0035965258578261623,0.0013090042237836291,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,8,0.0011199737163315173,0.0,6.987343474929025e-05,6.680567697444011e-05,0.0014022349913437751,0.0013291251832801517,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,9,0.00047902569489711874,0.0,2.0457642150362192e-05,4.5509545225652543e-05,0.0004060958954489179,0.0009074247713034275,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,10,0.00020488482276466614,1.0244747568973573e-20,1.6805457123157025e-05,3.488957168502992e-05,0.00033491164555239324,0.0006953008897840959,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,11,8.763160524890908e-05,5.122373784486787e-21,1.230744253939435e-05,2.6048970297062138e-05,0.0002490900696594736,0.0005193299824889897,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,12,3.748104976678136e-05,0.0,7.31505342381367e-06,2.384827665685657e-05,0.00014055962046385971,0.00048067721305975093,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,13,1.6031077915663646e-05,0.0,7.934065637185034e-06,1.9198566379445956e-05,0.00014874744601017274,0.00038746750980878087,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,14,6.856677193866864e-06,0.0,1.4377239475992913e-05,1.7032277942014414e-05,0.00028265800513027406,0.00033663625982119816,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,15,2.9326800348813413e-06,1.6007418076521208e-22,1.880806702625845e-05,1.037827559910077e-05,0.00037072101604722384,0.00020484449419141233,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,16,1.25434112527343e-06,8.003709038260604e-23,1.3961663015326681e-05,1.4587146790695828e-05,0.00027805605608590203,0.00028975091141282734,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,17,5.364961877322136e-07,0.0,1.3209354229655877e-05,8.517413928727144e-06,0.00026444413339690183,0.00017026371595181924,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,18,2.294656163716674e-07,2.000927259565151e-23,1.460052639967691e-05,5.9697239114161005e-06,0.00029101115790434247,0.00011970475197955824,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,19,9.814509459871724e-08,5.0023181489128776e-24,9.320743186915507e-06,4.1625678935871404e-06,0.00018493750866115915,8.344714925123147e-05,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,20,4.1977790599308665e-08,0.0,2.6215253681263315e-06,6.496055307779431e-06,5.273735521740967e-05,0.00012987564440283258,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,21,1.795438591000593e-08,0.0,1.3675508486003232e-06,2.726766098458075e-06,2.687750095994739e-05,5.4780796779875084e-05,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,22,7.679298238500631e-09,0.0,4.257096989835626e-06,2.4531118642404e-06,8.62764379868345e-05,5.00605213017334e-05,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,23,3.2845245574773007e-09,1.5632244215352742e-25,4.021446597253305e-06,4.021446597253304e-06,8.231710122631449e-05,8.231710122631449e-05,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,24,1.404829091619941e-09,7.816122107676371e-26,9.665257635540124e-07,9.665257635540124e-07,1.978432317630627e-05,1.978432317630627e-05,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,25,6.008616291721387e-10,0.0,1.5630793961315947e-06,1.5630793961315947e-06,3.19954926080612e-05,3.1995492608061196e-05,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,26,2.5699545913807866e-10,0.0,6.850767719838967e-06,6.850767719838967e-06,0.00014023196037394264,0.0001402319603739426,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,27,1.0991992633743365e-10,4.885076317297732e-27,4.46855683929445e-06,4.4685568392944495e-06,9.146923545546502e-05,9.146923545546502e-05,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,28,4.701402214089397e-11,0.0,3.695433717297375e-06,3.6954337172973742e-06,7.56437724647827e-05,7.56437724647827e-05,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,29,2.0108440312079577e-11,1.221269079324433e-27,6.625794355522036e-07,6.625794355522035e-07,1.3562686249290895e-05,1.3562686249290895e-05,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,30,8.600612186991628e-12,0.0,7.906332795337437e-07,7.906332795337436e-07,1.618388759625066e-05,1.618388759625066e-05,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,31,3.6785811750199845e-12,0.0,0.0,0.0,0.0,0.0,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,32,1.5733716585522146e-12,1.5265863491555413e-28,0.0,0.0,0.0,0.0,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,33,6.729492318249304e-13,3.816465872888853e-29,0.0,0.0,0.0,0.0,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,34,2.878281594511986e-13,0.0,0.0,0.0,0.0,0.0,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,35,1.2310742839902223e-13,0.0,0.0,0.0,0.0,0.0,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,36,5.265446909682925e-14,4.7705823411110664e-30,0.0,0.0,0.0,0.0,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,37,2.252092462595026e-14,0.0,0.0,0.0,0.0,0.0,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,38,9.632459593791153e-15,0.0,0.0,0.0,0.0,0.0,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,39,4.1199142294142924e-15,0.0,0.0,0.0,0.0,0.0,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,gaussian_map,40,1.7621349035994076e-15,7.454034907986041e-32,0.0,0.0,0.0,0.0,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,0,1.0,0.0,0.05007829385631281,0.00021556467550191518,1.0,0.0,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,1,0.42771155064796623,2.0981243021257878e-17,0.02122134094994828,0.00026637387384047565,0.42370411905262617,0.0042105419081748564,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,2,0.1829371705576877,1.0490621510628939e-17,0.008614118574884144,0.0003053062640601048,0.1720030208153287,0.006019766165068159,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,3,0.07824434089038008,0.0,0.004363338763602106,0.0003783960982196247,0.08702922981077571,0.007495485434218175,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,4,0.033466008371652534,0.0,0.0017261967650813016,0.0008123673064578355,0.034468001715732874,0.016228142377707467,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,5,0.014313798334637322,0.0,0.0003554403414114597,0.0006630798635568363,0.006801955740162272,0.013249737883159094,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,6,0.006122176881370005,0.0,-0.001875533116823542,0.0006183376035449004,-0.03761762740567033,0.012398003332071673,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,7,0.002618525767271895,1.6391596110357717e-19,-0.0006449217483962817,0.00043374330393407344,-0.012996703487934008,0.008657148190190323,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,8,0.0011199737163315173,0.0,-1.3283616422737562e-05,0.0006426314869185803,-0.0001556353758540019,0.012812398550643948,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,9,0.00047902569489711874,0.0,5.8171501016049865e-05,0.00058328161381939,0.0012134620408148517,0.011629843655714667,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,10,0.00020488482276466614,1.0244747568973573e-20,-0.0009794267852117646,0.0006493761410631894,-0.019603036737317364,0.0129290048005187,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,11,8.763160524890908e-05,5.122373784486787e-21,-3.666733824892482e-05,0.0005452905997380079,-0.0005763265908413028,0.010882674952703527,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,12,3.748104976678136e-05,0.0,-0.0007716714694611903,0.0005751030327820005,-0.015471421762932125,0.011523878516256908,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,13,1.6031077915663646e-05,0.0,-2.265056408800044e-05,0.0005935365647367652,-0.00040859510550615187,0.01185547796300069,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,14,6.856677193866864e-06,0.0,-0.00042616727554515904,0.0005307267710890598,-0.008677193308969267,0.010677984551657768,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,15,2.9326800348813413e-06,1.6007418076521208e-22,-0.00022303980864052747,0.000466058352118343,-0.0045938165358801325,0.009369583670813354,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,16,1.25434112527343e-06,8.003709038260604e-23,-0.00030697642977164436,0.0012484243664633307,-0.006221555677449738,0.02471676952354064,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,17,5.364961877322136e-07,0.0,0.00013702696578555792,0.00045138694056241627,0.0025945005397788046,0.008956628215947966,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,18,2.294656163716674e-07,2.000927259565151e-23,-0.0009777496646308137,0.0012793157095761806,-0.019592189547882534,0.02543362738162141,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
delta,0.0,microscopic,19,9.814509459871724e-08,5.0023181489128776e-24,-0.0004518853249467062,0.0009127721087978046,-0.009222276477092072,0.018213064229297884,12,0.72,0.0,0.0,0.0,0.0,0.72,0.1919913633361862,0.2127596452964393
