dynamics,mode_index,q,q_over_pi,kernel_hat,lambda_theory,lambda_fit_mean,lambda_fit_std,fit_r2_mean,fit_r2_std,A0_mean,A1_mean,A1_std,n_seed,lambda_fit_se,A1_se,relative_error,unreliable
microscopic,0,0.0,0.0,1.0,0.72,0.7083138638109348,0.014291124510896031,0.9903597723062253,0.009344713339256539,0.049701822916666666,0.03515842013888889,0.0007803955502122891,12,0.004125492291694142,0.00022528079049472562,0.01623074470703503,False
microscopic,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.6392095343932522,0.6346097512761337,0.021775666132540415,0.9859454351578155,0.012952711342171493,0.05017495747456872,0.03179331986280842,0.001159622306856851,12,0.006286093351702813,0.0003347541255110489,0.007196048978657198,False
microscopic,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.4277115506479662,0.4185093332281163,0.011207123942846718,0.9758236204338586,0.01751844213344852,0.05006094170253928,0.021016970182561375,0.000776335242374474,12,0.003235218012622027,0.00022410868058314796,0.021515007967189317,False
microscopic,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.05999999999999992,-0.06296022634911726,0.010191975721788062,0.385626534394573,0.4934862996873586,0.05036951730441028,-0.003191124224118949,0.0005276680676960552,12,0.0029421699632742344,0.00015232465046354356,0.04933710581862232,True
microscopic,6,0.39269908169872414,0.125,-0.2511391455052437,-0.18082018476377545,-0.17994024527464203,0.011464629447141064,0.9352828945403934,0.050267685992374925,0.049952649229876495,-0.00890233801722034,0.0006491819009412543,12,0.003309553448733102,0.00018740267263073307,0.0048663786638808194,False
microscopic,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.9968028886505634e-17,0.010961253072607697,0.020639302864833953,-0.10985596268504255,0.7543714817156412,0.04987947144166488,0.0005580917250312744,0.00102685863486268,12,0.005958053532449049,0.00029642855462883,,True
