dynamics,mode_index,q,q_over_pi,kernel_hat,lambda_theory,lambda_ratio_mean,lambda_ratio_std,n_seed,lambda_ratio_se
gaussian_map,0,0.0,0.0,1.0,0.72,1.0,0.0,12,0.0
gaussian_map,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.6392095343932522,0.8827224549808652,0.014837556528500469,12,0.004283233627923017
gaussian_map,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.4277115506479662,0.595643688562951,0.013633337134785664,12,0.003935605432360712
gaussian_map,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.05999999999999992,-0.07800220905284848,0.007574266306347464,12,0.0021865023454418105
gaussian_map,6,0.39269908169872414,0.125,-0.2511391455052437,-0.18082018476377545,-0.2524827926394426,0.008179906800997764,12,0.002361335696751055
gaussian_map,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.9968028886505634e-17,-0.0017123815385436754,0.01438582267351411,12,0.004152829296533797
