dynamics,t,theory_norm_mean,theory_norm_se,amp_mean,amp_se,amp_norm_mean,amp_norm_se
gaussian_map,0,1.0,0.0,0.04984581168630936,0.00016879756933432872,1.0,0.0
gaussian_map,1,-0.1808201847637754,1.6737241846796126e-17,-0.009009109780563601,8.342123940399053e-05,-0.18074973178210982,0.0016650751877859884
gaussian_map,2,0.03269593921800589,0.0,0.0016953465222207939,0.00012426041914946007,0.03403410475528897,0.0025276217097099265
gaussian_map,3,-0.005912085770424998,2.6151940385618948e-19,-0.00021683904605998019,9.995118184907492e-05,-0.004378129752475918,0.002000604517374467
gaussian_map,4,0.001069024441347536,6.537985096404737e-20,-0.00011852560595264594,9.596090943039442e-05,-0.0023842640462467713,0.0019225071002265104
gaussian_map,5,-0.00019330119700145326,0.0,8.055787313266049e-05,4.433680214302795e-05,0.0016257052706804987,0.0008912937506870094
gaussian_map,6,3.495275815686173e-05,2.0431203426264803e-21,-3.927656846612135e-05,5.08676182589374e-05,-0.0007887533208564204,0.001023628210644206
gaussian_map,7,-6.3201641879272985e-06,0.0,-5.0582642009999225e-06,3.85361445596582e-05,-9.902230663239154e-05,0.0007752537997352207
gaussian_map,8,1.142813256198411e-06,0.0,-2.133838565750145e-06,4.368177428317141e-05,-2.9327321365843766e-05,0.0008782457882868553
gaussian_map,9,-2.0664370413628857e-07,0.0,-4.822703108962277e-05,2.562651659436739e-05,-0.0009606384748919247,0.0005122755163201107
gaussian_map,10,3.736535276219465e-08,1.995234709596172e-24,2.95391837325151e-05,2.4737664790436124e-05,0.0005917386277267178,0.0004932950930660232
gaussian_map,11,-6.756409990223682e-09,4.98808677399043e-25,-1.5495147106711452e-05,2.422517060381684e-05,-0.0003081458342824199,0.00048703331413450736
gaussian_map,12,1.2216953027720644e-09,6.235108467488038e-26,7.266769802374498e-06,1.3404055838484834e-05,0.00014146047630036654,0.000270074274209975
gaussian_map,13,-2.2090717037228142e-10,2.3381656753080145e-26,1.6898654100958232e-05,2.076121693380484e-05,0.0003406450272171774,0.00041800408197687595
gaussian_map,14,3.9944475362358725e-11,0.0,5.083007000999566e-07,1.2850743855077634e-05,8.886185236944796e-06,0.00025852010073651243
gaussian_map,15,-7.22276741531378e-12,7.306767735337545e-28,-5.211646626707733e-06,7.024124536887959e-06,-0.00010279483244892341,0.00014080750108007582
gaussian_map,16,1.3060221385428146e-12,1.2177946225562574e-28,5.6494743175406855e-06,5.352428482580845e-06,0.00011347085445718432,0.00010673790949344702
gaussian_map,17,-2.361551643968929e-13,1.5222432781953218e-29,-3.893244020420207e-06,5.0380405344175014e-06,-7.794898909112513e-05,0.00010101132392846909
gaussian_map,18,4.270162045916596e-14,1.9028040977441522e-30,-3.4180115265401057e-06,6.884996760224237e-06,-6.865488800895975e-05,0.00013786048009600512
gaussian_map,19,-7.721314901139002e-15,4.7570102443603805e-31,8.010405970964661e-06,4.003782669010482e-06,0.0001594367132311835,8.015847608055208e-05
gaussian_map,20,1.3961695870432474e-15,1.1892525610900951e-31,-5.773374819934406e-06,2.0460045655277468e-06,-0.00011509292865209496,4.1011077898655616e-05
