sweep_parameter,sweep_value,dynamics,mode_index,q,q_over_pi,kernel_hat,lambda_theory,lambda_fit_mean,lambda_fit_std,fit_r2_mean,fit_r2_std,A0_mean,A1_mean,A1_std,n_seed,lambda_fit_se,A1_se,relative_error,unreliable,R,B,h,phi_bar,delta_h_minus_phi,m_star,Lambda_star,mu,sigma_eff
B,0.4,microscopic,6,0.39269908169872414,0.125,-0.2511391455052437,-0.10045565820209748,-0.09670661829552478,0.012745661214670384,0.7583743645541949,0.13120938978255262,0.049845481516083895,-0.004757779879226225,0.0006844647189387639,8,0.0045062717377998985,0.0002419948221222721,0.03732034584881574,False,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
B,0.4,microscopic,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-2.2204460492503132e-17,0.0022111338951003767,0.01281542345121875,-0.2712010988268451,0.381584561085624,0.0499607829142088,7.241747850099972e-05,0.0005726674261733037,8,0.004530936413066943,0.00020246851020589479,,True,12,0.4,0.0,0.0,0.0,0.0,0.4,0.10666186852010345,0.2127596452964393
B,0.6,gaussian_map,0,0.0,0.0,1.0,0.6,0.5936583895067478,0.005120245184583706,0.999281539846112,0.0007693689211578513,0.05003450520833334,0.029583333333333333,0.00044836633021607325,8,0.001810280045678452,0.0001585214362757561,0.010569350822087025,False,12,0.6,0.0,0.0,0.0,0.0,0.6,0.15999280278015515,0.2127596452964393
B,0.6,gaussian_map,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.5326746119943768,0.5205760206430897,0.007126067775730051,0.9993445134833127,0.000410337670451621,0.05002653300955511,0.02601841169004894,0.00023342675698942485,8,0.0025194454237068282,8.252882138880332e-05,0.022712911557750046,False,12,0.6,0.0,0.0,0.0,0.0,0.6,0.15999280278015515,0.2127596452964393
B,0.6,gaussian_map,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.3564262922066385,0.3543148554799579,0.008244864457624465,0.9992399947890129,0.0005629830657419039,0.04999543594047367,0.017689606278978313,0.0003541830661054282,8,0.002914999783975103,0.00012522262391229574,0.00592390845694548,False,12,0.6,0.0,0.0,0.0,0.0,0.6,0.15999280278015515,0.2127596452964393
B,0.6,gaussian_map,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.04999999999999994,-0.04887375746385996,0.00758601499545922,0.966907195293105,0.046918672131924355,0.04997538455003837,-0.002449746390063724,0.0003913620981396499,8,0.0026820613227360253,0.00013836739674697078,0.02252485072279961,False,12,0.6,0.0,0.0,0.0,0.0,0.6,0.15999280278015515,0.2127596452964393
B,0.6,gaussian_map,6,0.39269908169872414,0.125,-0.2511391455052437,-0.1506834873031462,-0.1513304809448468,0.00930939085378071,0.9984654172550957,0.0009561127255408808,0.049914430608541276,-0.007558925557895422,0.00044682999113212634,8,0.0032913667007121814,0.0001579782583835257,0.004293726228932883,False,12,0.6,0.0,0.0,0.0,0.0,0.6,0.15999280278015515,0.2127596452964393
B,0.6,gaussian_map,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.3306690738754695e-17,-0.0017555943335525498,0.010852977165514224,0.42165225158177255,0.3375084680983194,0.050301760114170875,-8.671288909281496e-05,0.0005487333329181855,8,0.0038371068748989314,0.00019400653038477214,,True,12,0.6,0.0,0.0,0.0,0.0,0.6,0.15999280278015515,0.2127596452964393
B,0.6,microscopic,0,0.0,0.0,1.0,0.6,0.5844656590762385,0.01728884994886161,0.9778403380681638,0.016887961431000964,0.05003450520833334,0.0289609375,0.0011388484343618401,8,0.006112531518878369,0.0004026437253404699,0.025890568206269154,False,12,0.6,0.0,0.0,0.0,0.0,0.6,0.15999280278015515,0.2127596452964393
B,0.6,microscopic,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.5326746119943768,0.5204571540660141,0.02487692038649384,0.9813409330315439,0.015064721011994306,0.05002653300955511,0.026561445595516802,0.0013048453379219491,8,0.00879531955016383,0.0004613324934221311,0.022936062003442507,False,12,0.6,0.0,0.0,0.0,0.0,0.6,0.15999280278015515,0.2127596452964393
B,0.6,microscopic,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.3564262922066385,0.35992087262827455,0.020728122698754525,0.9478202570391036,0.051059445791723446,0.04999543594047367,0.017826488782379968,0.0009670509486599534,8,0.0073284980607780615,0.00034190414177516845,0.009804496744617376,False,12,0.6,0.0,0.0,0.0,0.0,0.6,0.15999280278015515,0.2127596452964393
B,0.6,microscopic,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.04999999999999994,-0.03544796552748828,0.013049461798776271,0.043603311665973116,0.29061417885536905,0.04997538455003837,-0.0017943431176516197,0.000653756997149128,8,0.004613681464374751,0.00023113800296615142,0.29104068945023354,True,12,0.6,0.0,0.0,0.0,0.0,0.6,0.15999280278015515,0.2127596452964393
B,0.6,microscopic,6,0.39269908169872414,0.125,-0.2511391455052437,-0.1506834873031462,-0.1434141565935658,0.00835007505160378,0.8557309412939891,0.08521768258548805,0.049914430608541276,-0.007123395353793902,0.00039726845114128876,8,0.0029521973462028218,0.00014045560787674094,0.04824238434936084,False,12,0.6,0.0,0.0,0.0,0.0,0.6,0.15999280278015515,0.2127596452964393
B,0.6,microscopic,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.3306690738754695e-17,0.00570145213102942,0.01887849928941674,-0.2737139904596665,0.7557419089277256,0.050301760114170875,0.0002684903861846317,0.0009532157758553159,8,0.006674557433085998,0.00033701266952064496,,True,12,0.6,0.0,0.0,0.0,0.0,0.6,0.15999280278015515,0.2127596452964393
B,0.8,gaussian_map,0,0.0,0.0,1.0,0.8,0.7790901237306017,0.005327493102995606,0.996324611428162,0.003314406026935298,0.049998046875,0.039416015625,0.0006350472036485609,8,0.0018835532499263774,0.00022452309203672592,0.026137345336747914,False,12,0.8,0.0,0.0,0.0,0.0,0.8,0.2133237370402069,0.2127596452964393
B,0.8,gaussian_map,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.7102328159925025,0.6944538045510192,0.005669076127916636,0.9976957754537505,0.0007715946945112627,0.05008612329560971,0.0348983206270832,0.0005241079427455243,8,0.002004321086556314,0.0001853001401945455,0.022216674710296508,False,12,0.8,0.0,0.0,0.0,0.0,0.8,0.2133237370402069,0.2127596452964393
B,0.8,gaussian_map,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.47523505627551804,0.46300201519114165,0.005569985717387424,0.9980516153699943,0.0015533247795658535,0.0500331096859118,0.023240563583193825,0.0005774564624431042,8,0.001969287335938432,0.00020416169021675692,0.025741032617097752,False,12,0.8,0.0,0.0,0.0,0.0,0.8,0.2133237370402069,0.2127596452964393
B,0.8,gaussian_map,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.06666666666666658,-0.06754817572725527,0.007051450187347614,0.9840924282195243,0.009746739893788936,0.04999464407531297,-0.0033766002534326434,0.0003700420624488436,8,0.0024930641223363244,0.00013082962584091658,0.013222635908830358,False,12,0.8,0.0,0.0,0.0,0.0,0.8,0.2133237370402069,0.2127596452964393
B,0.8,gaussian_map,6,0.39269908169872414,0.125,-0.2511391455052437,-0.20091131640419496,-0.1948120255727416,0.006785596241621181,0.9970434739242242,0.0030011211400083606,0.0500878235742392,-0.009747109604636804,0.00039097849784051154,8,0.0023990705584221437,0.00013823177356057782,0.03035812487128777,False,12,0.8,0.0,0.0,0.0,0.0,0.8,0.2133237370402069,0.2127596452964393
B,0.8,gaussian_map,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-4.4408920985006264e-17,0.0016666926922897921,0.007420071048445815,-0.770465258112733,2.1278483320648838,0.04968477882153914,7.688218402095781e-05,0.0003651138616063334,8,0.0026233912776210057,0.0001290872437235225,,True,12,0.8,0.0,0.0,0.0,0.0,0.8,0.2133237370402069,0.2127596452964393
B,0.8,microscopic,0,0.0,0.0,1.0,0.8,0.7751262423286914,0.011755240586097589,0.9900167308007315,0.01173040264784485,0.049998046875,0.03884895833333333,0.0005086141032763303,8,0.004156105166454465,0.00017982224071690407,0.03109219708913577,False,12,0.8,0.0,0.0,0.0,0.0,0.8,0.2133237370402069,0.2127596452964393
B,0.8,microscopic,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.7102328159925025,0.693409935869947,0.012387089344747011,0.9917893999137662,0.0041779958274229465,0.05008612329560971,0.03498943683620501,0.0008750321867242276,8,0.0043794974374171194,0.0003093705964945973,0.0236864303419248,False,12,0.8,0.0,0.0,0.0,0.0,0.8,0.2133237370402069,0.2127596452964393
B,0.8,microscopic,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.47523505627551804,0.4754783933862559,0.019209619136574797,0.9770610696685086,0.014809818558928574,0.0500331096859118,0.023678293836366014,0.00108583682015576,8,0.006791625977741455,0.0003839012893970877,0.0005120352708088069,False,12,0.8,0.0,0.0,0.0,0.0,0.8,0.2133237370402069,0.2127596452964393
B,0.8,microscopic,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.06666666666666658,-0.06196700604544865,0.016430597526242874,0.5994534837472177,0.15088881195737608,0.04999464407531297,-0.0031448688433178876,0.0008791318299132948,8,0.005809093464876624,0.0003108200392443146,0.07049490931826907,True,12,0.8,0.0,0.0,0.0,0.0,0.8,0.2133237370402069,0.2127596452964393
B,0.8,microscopic,6,0.39269908169872414,0.125,-0.2511391455052437,-0.20091131640419496,-0.19024268893734575,0.017649748884980526,0.9613913232273706,0.041294790463259366,0.0500878235742392,-0.009487468306558082,0.0009222462780700776,8,0.006240128561404718,0.0003260632985737031,0.05310117746372227,False,12,0.8,0.0,0.0,0.0,0.0,0.8,0.2133237370402069,0.2127596452964393
B,0.8,microscopic,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-4.4408920985006264e-17,0.0058194743391240455,0.024160969562841115,-1.064311538188167,2.4840912186678272,0.04968477882153914,0.00026438218402095783,0.001265058358227586,8,0.008542192708963363,0.0004472656718497233,,True,12,0.8,0.0,0.0,0.0,0.0,0.8,0.2133237370402069,0.2127596452964393
B,0.95,gaussian_map,0,0.0,0.0,1.0,0.95,0.9108912831598069,0.0033104635752859483,0.9831111423737912,0.01308038110850023,0.050259114583333334,0.046450520833333335,0.0006691499508675446,8,0.0011704256214778784,0.00023658023394454293,0.04116707035809791,False,12,0.95,0.0,0.0,0.0,0.0,0.95,0.2533219377352457,0.2127596452964393
B,0.95,gaussian_map,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.8434014689910967,0.8096482148158526,0.010223216859292946,0.9980428323516275,0.0016089845769019816,0.05002060102321546,0.04071396012449541,0.0008022063008533806,8,0.00361445298337334,0.00028362275762200054,0.04002038817364263,False,12,0.95,0.0,0.0,0.0,0.0,0.95,0.2533219377352457,0.2127596452964393
B,0.95,gaussian_map,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.5643416293271776,0.5454000647852598,0.007699380564172361,0.9980842688829655,0.0013147796693178718,0.05031839640512871,0.027404654906774184,0.0004053845921568224,8,0.002722142103931091,0.000143325097051316,0.03356400371260998,False,12,0.95,0.0,0.0,0.0,0.0,0.95,0.2533219377352457,0.2127596452964393
B,0.95,gaussian_map,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.07916666666666657,-0.07740042495997451,0.009385450398051382,0.9549983394357814,0.02678852190506056,0.04982789555016532,-0.0038726729740210545,0.0004752729409558853,8,0.0033182578104760567,0.00016803435973219004,0.022310421558215447,False,12,0.95,0.0,0.0,0.0,0.0,0.95,0.2533219377352457,0.2127596452964393
B,0.95,gaussian_map,6,0.39269908169872414,0.125,-0.2511391455052437,-0.23858218822998148,-0.23596746511834046,0.008508143413460182,0.9962890313854915,0.001424933772911653,0.04990194411892556,-0.011708195583922542,0.00046351778321088226,8,0.003008082951482677,0.00016387828385448544,0.01095942296044561,False,12,0.95,0.0,0.0,0.0,0.0,0.95,0.2533219377352457,0.2127596452964393
B,0.95,gaussian_map,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-5.2735593669694933e-17,3.7458795435962736e-05,0.009718560628609084,0.060988243315578505,0.3405685209586911,0.05013897800414692,1.5382535199614237e-06,0.0004845939280190114,8,0.0034360300619310394,0.00017132982631203433,,True,12,0.95,0.0,0.0,0.0,0.0,0.95,0.2533219377352457,0.2127596452964393
B,0.95,microscopic,0,0.0,0.0,1.0,0.95,0.9132138447265212,0.008453954947349728,0.9268406704246941,0.04839669902735196,0.050259114583333334,0.04643359375,0.0008533167138070711,8,0.0029889244355582774,0.0003016930174164002,0.03872226870892498,False,12,0.95,0.0,0.0,0.0,0.0,0.95,0.2533219377352457,0.2127596452964393
B,0.95,microscopic,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.8434014689910967,0.8158230303215295,0.024349202069213923,0.9759913327962568,0.019050052443686745,0.05002060102321546,0.041103738138206565,0.0007273249655898108,8,0.00860874294981134,0.00025714820764741376,0.0326990640679787,False,12,0.95,0.0,0.0,0.0,0.0,0.95,0.2533219377352457,0.2127596452964393
B,0.95,microscopic,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.5643416293271776,0.5500973551797983,0.01195104159284683,0.9782487014941281,0.012543188633939661,0.05031839640512871,0.0280639576694135,0.0008634612145683593,8,0.004225331276272236,0.00030527964005642967,0.02524051639493911,False,12,0.95,0.0,0.0,0.0,0.0,0.95,0.2533219377352457,0.2127596452964393
B,0.95,microscopic,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.07916666666666657,-0.07848814122741728,0.022493032166538435,0.6501331434676211,0.16247108295859167,0.04982789555016532,-0.00394374292223214,0.0011320335247550625,8,0.007952487787203234,0.000400234290942407,0.00857084765367524,True,12,0.95,0.0,0.0,0.0,0.0,0.95,0.2533219377352457,0.2127596452964393
B,0.95,microscopic,6,0.39269908169872414,0.125,-0.2511391455052437,-0.23858218822998148,-0.23191867120265355,0.02200332010716775,0.9682108126034547,0.02785225150273914,0.04990194411892556,-0.011547756443176387,0.000976904166882932,8,0.007779348428198314,0.0003453877804861579,0.02792965005796922,False,12,0.95,0.0,0.0,0.0,0.0,0.95,0.2533219377352457,0.2127596452964393
B,0.95,microscopic,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-5.2735593669694933e-17,0.0003098305765677781,0.02592084426178171,-0.34863849899251176,1.2303157768142252,0.05013897800414692,5.076374728545432e-06,0.0013106705948916781,8,0.009164402375793126,0.00046339203277485593,,True,12,0.95,0.0,0.0,0.0,0.0,0.95,0.2533219377352457,0.2127596452964393
