sweep_parameter,sweep_value,dynamics,seed_index,seed,mode_index,q,q_over_pi,kernel_hat,lambda_theory,lambda_fit,fit_r2,A0,A1,R,B,h,phi_bar,delta_h_minus_phi,m_star,Lambda_star,mu,sigma_eff
delta,-0.1,microscopic,6,50260807,6,0.39269908169872414,0.125,-0.2511391455052437,-0.09391009335331668,-0.07234481876129815,0.6851085883683528,0.05123633780028394,-0.003753600831853391,12,0.72,-0.1,0.0,-0.1,-0.7476651610671541,0.37393650107548,0.1919913633361862,0.2127596452964393
delta,-0.1,microscopic,6,50260807,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-2.0757645662088375e-17,-0.019509526972898483,0.40973528519508184,0.04992688961603218,-0.0009798143523592829,12,0.72,-0.1,0.0,-0.1,-0.7476651610671541,0.37393650107548,0.1919913633361862,0.2127596452964393
delta,-0.1,microscopic,7,50260808,0,0.0,0.0,1.0,0.37393650107548,0.37042793124273893,0.9949874296550097,0.049354166666666685,0.017963541666666683,12,0.72,-0.1,0.0,-0.1,-0.7476651610671541,0.37393650107548,0.1919913633361862,0.2127596452964393
delta,-0.1,microscopic,7,50260808,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.331977467701527,0.32903316836278146,0.9962448396208734,0.05005240103591216,0.016467496394317924,12,0.72,-0.1,0.0,-0.1,-0.7476651610671541,0.37393650107548,0.1919913633361862,0.2127596452964393
delta,-0.1,microscopic,7,50260808,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.22213466766509504,0.2216051417311502,0.9817491213311815,0.05037953251001692,0.011018533149364355,12,0.72,-0.1,0.0,-0.1,-0.7476651610671541,0.37393650107548,0.1919913633361862,0.2127596452964393
delta,-0.1,microscopic,7,50260808,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.031161375089623293,-0.022700170013094934,0.4630787011724644,0.05006029363425975,-0.0011394458800383592,12,0.72,-0.1,0.0,-0.1,-0.7476651610671541,0.37393650107548,0.1919913633361862,0.2127596452964393
delta,-0.1,microscopic,7,50260808,6,0.39269908169872414,0.125,-0.2511391455052437,-0.09391009335331668,-0.10003951764284356,0.8444993490622763,0.04939738264035998,-0.004851851021946234,12,0.72,-0.1,0.0,-0.1,-0.7476651610671541,0.37393650107548,0.1919913633361862,0.2127596452964393
delta,-0.1,microscopic,7,50260808,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-2.0757645662088375e-17,0.004645145346176801,-0.06982645172513458,0.04991280688380863,0.0002323317455968062,12,0.72,-0.1,0.0,-0.1,-0.7476651610671541,0.37393650107548,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,0,51260801,0,0.0,0.0,1.0,0.562911200236417,0.5675642149781869,0.9997749981113375,0.04985416666666666,0.028151041666666682,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,0,51260801,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.49974750862203743,0.5063312841504688,0.9992077822219587,0.05062198947377551,0.02585133496820608,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,0,51260801,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.3343939199030913,0.3423180708731638,0.9994089298344138,0.05027325211813891,0.01720521266853848,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,0,51260801,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.04690926668636803,-0.05397118321555944,0.9669649767190414,0.049464064755149376,-0.002659411519942913,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,0,51260801,6,0.39269908169872414,0.125,-0.2511391455052437,-0.1413690378227049,-0.15115641026376092,0.9972710689416434,0.050209960467242166,-0.007572453944273157,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,0,51260801,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.1247848766092604e-17,-0.005342179198300088,0.5410518330176415,0.05111555794229962,-0.0002729499372694657,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,1,51260802,0,0.0,0.0,1.0,0.562911200236417,0.5721081446548565,0.9996369438521806,0.049749999999999996,0.02840625000000001,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,1,51260802,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.49974750862203743,0.5099204902049869,0.9997388869323189,0.050091991625725946,0.025577275602287182,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,1,51260802,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.3343939199030913,0.3369337959123815,0.9942273103178233,0.04885228108758616,0.016185286036248137,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,1,51260802,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.04690926668636803,-0.03966399741544072,0.9628735747434756,0.04853308114480298,-0.0019111800697117402,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,1,51260802,6,0.39269908169872414,0.125,-0.2511391455052437,-0.1413690378227049,-0.13803572655379365,0.9980176427255265,0.05008086463222015,-0.006876545240276859,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,1,51260802,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.1247848766092604e-17,-0.00879815067748707,0.5527809001553714,0.05023295926084653,-0.00044345621635129707,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,2,51260803,0,0.0,0.0,1.0,0.562911200236417,0.5660204414824136,0.9980294789681942,0.05014583333333332,0.028020833333333345,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,2,51260803,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.49974750862203743,0.5084054915204141,0.9983416772387228,0.051076465503390935,0.026234544137209617,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,2,51260803,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.3343939199030913,0.32578834647896776,0.9993422171838847,0.05010186075046659,0.016236672515294055,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,2,51260803,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.04690926668636803,-0.05084081465033384,0.9448202910408656,0.0494726804401895,-0.002492441253320085,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,2,51260803,6,0.39269908169872414,0.125,-0.2511391455052437,-0.1413690378227049,-0.1399591675703674,0.9981348706996459,0.04962256435376881,-0.006932152320060274,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,2,51260803,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.1247848766092604e-17,-0.007981233834109633,0.7058842645705086,0.05025226998035152,-0.0004023370380518978,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,3,51260804,0,0.0,0.0,1.0,0.562911200236417,0.5637971436660145,0.9999489806479012,0.050953124999999995,0.028739583333333346,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,3,51260804,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.49974750862203743,0.51904863185806,0.9998898528457749,0.049601176340390116,0.0258098283310633,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,3,51260804,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.3343939199030913,0.34094557643941437,0.9979598168536803,0.05072411873840297,0.017403625358613617,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,3,51260804,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.04690926668636803,-0.04764856876631698,0.9506243630421253,0.04936188578883392,-0.002331825219459123,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,3,51260804,6,0.39269908169872414,0.125,-0.2511391455052437,-0.1413690378227049,-0.1417198467450813,0.9979399177819963,0.050979745732611034,-0.007258704336082883,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,3,51260804,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.1247848766092604e-17,0.003500807058573163,-49.03427605388704,0.048822375855648914,0.00016833597956087917,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,4,51260805,0,0.0,0.0,1.0,0.562911200236417,0.5708755634507068,0.9996189084497198,0.05005208333333333,0.028427083333333342,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,4,51260805,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.49974750862203743,0.5215548894297544,0.9999330178981333,0.05063838619025739,0.02645393262143826,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,4,51260805,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.3343939199030913,0.3524603060526085,0.9996215800067607,0.050124553039048336,0.01760494146676572,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,4,51260805,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.04690926668636803,-0.0597744645284295,0.9967806742553573,0.04923361074091964,-0.002937125827710042,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,4,51260805,6,0.39269908169872414,0.125,-0.2511391455052437,-0.1413690378227049,-0.1337597839041098,0.9947849182598157,0.05080632898003782,-0.006744941442888815,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,4,51260805,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.1247848766092604e-17,0.0022008651889396415,0.3116040932349743,0.05067128049339742,0.00011196574277046142,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,5,51260806,0,0.0,0.0,1.0,0.562911200236417,0.5751654942335611,0.9982973294589531,0.04938020833333332,0.028046875000000013,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,5,51260806,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.49974750862203743,0.49411556209844926,0.9983699071180492,0.05075332586737237,0.025212356945275988,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,5,51260806,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.3343939199030913,0.33933292506506674,0.999970356809323,0.050321544173250216,0.0170814382354282,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,5,51260806,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.04690926668636803,-0.04273779897451027,0.9558830470788697,0.04917446617497867,-0.002097513448618179,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,5,51260806,6,0.39269908169872414,0.125,-0.2511391455052437,-0.1413690378227049,-0.14915645017945967,0.9970135582513344,0.05037578160124162,-0.007567771370839843,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,5,51260806,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.1247848766092604e-17,0.005011161118151641,0.47767887769418405,0.05043553677247926,0.0002525907427704608,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,6,51260807,0,0.0,0.0,1.0,0.562911200236417,0.5722421977716736,0.9998013809021602,0.049812499999999996,0.028468750000000015,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,6,51260807,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.49974750862203743,0.4972445005549169,0.9997430384892119,0.0504876546503682,0.02502639433766988,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,6,51260807,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.3343939199030913,0.3343082689356875,0.9986734532563051,0.05028751156289555,0.016741076777426554,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,6,51260807,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.04690926668636803,-0.054121260459818986,0.9086591354515545,0.05010935484620399,-0.00273798158050161,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,6,51260807,6,0.39269908169872414,0.125,-0.2511391455052437,-0.1413690378227049,-0.14992206176830783,0.9989274740298129,0.05004473159209706,-0.007518023574445494,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,6,51260807,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.1247848766092604e-17,0.0015001238197639608,-0.06413151574318077,0.04878030839968085,7.319041085030031e-05,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,7,51260808,0,0.0,0.0,1.0,0.562911200236417,0.5662396906785123,0.9988041311904854,0.049046875,0.027562500000000007,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,7,51260808,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.49974750862203743,0.5033929345052596,0.9992225956840755,0.04898342872963322,0.024434255991064205,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,7,51260808,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.3343939199030913,0.32953290248604505,0.9993338683509081,0.04988932782771173,0.016518646025452177,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,7,51260808,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.04690926668636803,-0.04708727336856015,0.977647946635496,0.04991520695968771,-0.002343377091288619,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,7,51260808,6,0.39269908169872414,0.125,-0.2511391455052437,-0.1413690378227049,-0.1353869401523581,0.9941211344893833,0.04883713710954318,-0.0066699143266839055,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,gaussian_map,7,51260808,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.1247848766092604e-17,0.009054261051128045,0.2710531279691972,0.05085745827421978,0.00046912394150898167,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,0,51260801,0,0.0,0.0,1.0,0.562911200236417,0.5557607347723895,0.9955878985596841,0.04985416666666666,0.02833333333333335,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,0,51260801,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.49974750862203743,0.49393714477029826,0.9855036674897505,0.05062198947377551,0.02597023923162044,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,0,51260801,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.3343939199030913,0.33861847854497273,0.9969357543190794,0.05027325211813891,0.01712403360373533,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,0,51260801,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.04690926668636803,-0.0479924271219785,0.9448049530580591,0.049464064755149376,-0.00235988264271727,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,0,51260801,6,0.39269908169872414,0.125,-0.2511391455052437,-0.1413690378227049,-0.1146679163084406,0.9253845071376622,0.050209960467242166,-0.005620227267439043,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,0,51260801,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.1247848766092604e-17,-0.001666430137290806,0.00611867856174797,0.05111555794229962,-8.600461948102744e-05,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,1,51260802,0,0.0,0.0,1.0,0.562911200236417,0.5629774180197803,0.9964620064204122,0.049749999999999996,0.02801562500000001,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,1,51260802,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.49974750862203743,0.5234185652704181,0.9955106630082524,0.050091991625725946,0.025698494373254367,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,1,51260802,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.3343939199030913,0.33158377577288345,0.9861524368282006,0.04885228108758616,0.016475195498291482,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,1,51260802,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.04690926668636803,-0.05960445275412759,0.5538515043676073,0.04853308114480298,-0.0028745593035582754,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,1,51260802,6,0.39269908169872414,0.125,-0.2511391455052437,-0.1413690378227049,-0.13583914408474315,0.9261678574595582,0.05008086463222015,-0.00678156335624514,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,1,51260802,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.1247848766092604e-17,-0.0005869260154747877,-1.9517273402835311,0.05023295926084653,-5.15358449660657e-05,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,2,51260803,0,0.0,0.0,1.0,0.562911200236417,0.5706278205466486,0.9976267824806263,0.05014583333333332,0.02832812500000001,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,2,51260803,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.49974750862203743,0.5043613957610128,0.9970747585309189,0.051076465503390935,0.025515049583595045,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,2,51260803,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.3343939199030913,0.29209864773641864,0.9908411479694402,0.05010186075046659,0.01457702071008652,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,2,51260803,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.04690926668636803,-0.041613285188235774,0.43951043846136195,0.0494726804401895,-0.0020902860342677278,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,2,51260803,6,0.39269908169872414,0.125,-0.2511391455052437,-0.1413690378227049,-0.14033720781074546,0.9865527485676203,0.04962256435376881,-0.00703163607231776,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,2,51260803,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.1247848766092604e-17,-0.004481969088803303,-0.5125444487630166,0.05025226998035152,-0.0002608639577085855,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,3,51260804,0,0.0,0.0,1.0,0.562911200236417,0.5539509778389752,0.9836649495946923,0.050953124999999995,0.028052083333333342,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,3,51260804,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.49974750862203743,0.5058434940634335,0.9821813933960665,0.049601176340390116,0.02410922819440118,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,3,51260804,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.3343939199030913,0.32353848120940104,0.9939017292288608,0.05072411873840297,0.016284642994480278,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,3,51260804,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.04690926668636803,-0.05900467500171167,0.8847913759400011,0.04936188578883392,-0.0029241795388520756,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,3,51260804,6,0.39269908169872414,0.125,-0.2511391455052437,-0.1413690378227049,-0.13772294728511325,0.9382664875840817,0.050979745732611034,-0.00711103374454732,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,3,51260804,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.1247848766092604e-17,0.02386801550236271,-0.058057352066195334,0.048822375855648914,0.00113788036431937,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,4,51260805,0,0.0,0.0,1.0,0.562911200236417,0.5547858168667166,0.9930730512814837,0.05005208333333333,0.028442708333333344,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,4,51260805,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.49974750862203743,0.5083838396458905,0.9917901929688078,0.05063838619025739,0.025520481664448653,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,4,51260805,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.3343939199030913,0.3351602229281785,0.9989244193506478,0.050124553039048336,0.01688224065631204,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,4,51260805,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.04690926668636803,-0.06900365959140112,0.4855396135510459,0.04923361074091964,-0.003329432458247817,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,4,51260805,6,0.39269908169872414,0.125,-0.2511391455052437,-0.1413690378227049,-0.13837354908853106,0.819408112449731,0.05080632898003782,-0.007210776046237323,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,4,51260805,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.1247848766092604e-17,0.03140342190133192,0.32277428885862625,0.05067128049339742,0.0016291330105469158,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,5,51260806,0,0.0,0.0,1.0,0.562911200236417,0.5796253812630694,0.9938827488035029,0.04938020833333332,0.02863020833333334,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,5,51260806,1,0.06544984694978735,0.020833333333333332,0.8877910199906281,0.49974750862203743,0.4976185609743695,0.9807962749846166,0.05075332586737237,0.02447849911267354,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,5,51260806,2,0.1308996938995747,0.041666666666666664,0.5940438203443975,0.3343939199030913,0.3488787911100487,0.9978555131971275,0.050321544173250216,0.017529326435009568,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,5,51260806,4,0.2617993877991494,0.08333333333333333,-0.08333333333333323,-0.04690926668636803,-0.03982170181835141,0.7373465674325941,0.04917446617497867,-0.00195568728708701,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,5,51260806,6,0.39269908169872414,0.125,-0.2511391455052437,-0.1413690378227049,-0.14544220357530607,0.9761531994234087,0.05037578160124162,-0.007353713767511723,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
delta,-0.05,microscopic,5,51260806,8,0.5235987755982988,0.16666666666666666,-5.551115123125783e-17,-3.1247848766092604e-17,0.017594235478050172,-5.960629667620338,0.05043553677247926,0.000828699336159678,12,0.72,-0.05,0.0,-0.05,-0.5170784989129754,0.562911200236417,0.1919913633361862,0.2127596452964393
