t,i,representative_spin,ensemble_mean_plus,symmetric_response,theory_perturbation
0,0,1,0.039,0.05,0.05
0,1,1,0.052,0.0535,0.04957224306869052
0,2,1,0.093,0.0525,0.04829629131445342
0,3,1,0.061,0.047,0.04619397662556434
0,4,1,0.017,0.04,0.04330127018922194
0,5,1,0.072,0.034999999999999996,0.039667667014561765
0,6,1,0.031,0.037,0.03535533905932738
0,7,1,0.053,0.0275,0.030438071450436033
0,8,1,0.02,0.025,0.02500000000000001
0,9,-1,0.04,0.026000000000000002,0.019134171618254495
0,10,-1,0.033,0.0115,0.012940952255126049
0,11,-1,0.045,0.005499999999999998,0.006526309611002586
0,12,-1,0.003,0.0,3.061616997868383e-18
0,13,-1,0.022,-0.005500000000000001,-0.006526309611002569
0,14,1,-0.006,-0.013999999999999999,-0.012940952255126032
0,15,1,-0.022,-0.0195,-0.019134171618254477
0,16,-1,-0.002,-0.019,-0.024999999999999994
0,17,-1,0.008,-0.030500000000000003,-0.03043807145043602
0,18,1,-0.071,-0.039999999999999994,-0.035355339059327376
0,19,1,-0.032,-0.044,-0.03966766701456176
0,20,-1,-0.039,-0.040999999999999995,-0.043301270189221926
0,21,-1,-0.017,-0.045,-0.04619397662556434
0,22,-1,-0.04,-0.053000000000000005,-0.04829629131445341
0,23,1,-0.048,-0.054,-0.04957224306869052
0,24,1,-0.014,-0.0445,-0.05
0,25,-1,-0.055,-0.045,-0.04957224306869053
0,26,-1,-0.049,-0.049,-0.04829629131445343
0,27,1,-0.022,-0.045,-0.04619397662556435
0,28,-1,-0.048,-0.0445,-0.043301270189221946
0,29,1,-0.03,-0.0325,-0.03966766701456177
0,30,1,-0.078,-0.0365,-0.0353553390593274
0,31,1,-0.037,-0.0245,-0.030438071450436047
0,32,-1,0.007,-0.0225,-0.025000000000000022
0,33,1,-0.035,-0.018000000000000002,-0.01913417161825452
0,34,-1,-0.032,-0.015,-0.012940952255126077
0,35,-1,-0.054,-0.005000000000000001,-0.0065263096110026245
0,36,1,0.012,0.0,-9.184850993605149e-18
0,37,1,0.022,0.004999999999999999,0.006526309611002564
0,38,-1,0.067,0.014500000000000002,0.012940952255126016
0,39,1,0.024,0.024,0.01913417161825446
0,40,1,0.008,0.0265,0.024999999999999967
0,41,1,0.055,0.0285,0.030438071450435995
0,42,1,0.042,0.0405,0.03535533905932737
0,43,-1,0.002,0.036000000000000004,0.03966766701456175
0,44,1,0.053,0.049,0.04330127018922192
0,45,-1,0.038,0.05,0.04619397662556433
0,46,-1,0.034,0.042499999999999996,0.048296291314453406
0,47,1,0.067,0.0455,0.049572243068690514
0,48,-1,0.025,0.056999999999999995,0.05
0,49,-1,0.014,0.0495,0.04957224306869053
0,50,1,0.033,0.051500000000000004,0.04829629131445343
0,51,-1,0.06,0.052,0.046193976625564355
0,52,1,0.005,0.0385,0.04330127018922195
0,53,1,0.043,0.0355,0.03966766701456179
0,54,1,0.059,0.036,0.03535533905932742
0,55,1,0.004,0.0305,0.03043807145043605
0,56,-1,0.024,0.025500000000000002,0.02500000000000003
0,57,1,0.027,0.0165,0.019134171618254522
0,58,-1,-0.008,0.017,0.012940952255126082
0,59,1,-0.02,0.007000000000000001,0.006526309611002631
0,60,-1,0.012,0.0,5.971700597434818e-17
0,61,1,-0.058,-0.005000000000000001,-0.006526309611002557
0,62,-1,-0.042,-0.013500000000000002,-0.01294095225512601
0,63,-1,0.014,-0.0205,-0.01913417161825441
0,64,-1,-0.034,-0.0285,-0.024999999999999963
0,65,-1,-0.01,-0.025,-0.03043807145043603
0,66,1,-0.056,-0.0375,-0.035355339059327334
0,67,-1,-0.047,-0.0335,-0.039667667014561744
0,68,1,-0.05,-0.0465,-0.0433012701892219
0,69,-1,-0.062,-0.0465,-0.04619397662556432
0,70,-1,-0.068,-0.0565,-0.0482962913144534
0,71,-1,-0.05,-0.049,-0.049572243068690514
0,72,1,-0.047,-0.0565,-0.05
0,73,1,-0.076,-0.058499999999999996,-0.049572243068690534
0,74,-1,-0.017,-0.0455,-0.04829629131445343
0,75,-1,-0.083,-0.037000000000000005,-0.046193976625564376
0,76,-1,-0.043,-0.043,-0.04330127018922196
0,77,1,-0.054,-0.0385,-0.039667667014561765
0,78,-1,-0.054,-0.0315,-0.035355339059327424
0,79,-1,0.012,-0.031,-0.030438071450436057
0,80,-1,-0.033,-0.026500000000000003,-0.025000000000000067
0,81,-1,-0.015,-0.0195,-0.01913417161825453
0,82,-1,-0.014,-0.012,-0.012940952255126129
0,83,-1,-0.005,-0.006500000000000001,-0.0065263096110026375
0,84,-1,-0.025,0.0,-2.1431318985078683e-17
0,85,-1,-0.002,0.0065,0.0065263096110025065
0,86,-1,0.011,0.0125,0.012940952255126004
0,87,-1,-0.013,0.025,0.019134171618254408
0,88,1,0.019,0.025,0.024999999999999956
0,89,-1,0.014,0.036000000000000004,0.03043807145043595
0,90,1,0.011,0.0315,0.03535533905932733
0,91,-1,0.003,0.041,0.039667667014561744
0,92,-1,0.064,0.0365,0.04330127018922189
0,93,1,0.086,0.046,0.04619397662556432
0,94,-1,0.074,0.050499999999999996,0.04829629131445339
0,95,-1,0.044,0.049,0.049572243068690514
1,0,1,-0.007,0.02,0.02138557753239831
1,1,-1,0.03,0.023,0.021202620952007516
1,2,-1,0.041,0.0345,0.02065688164865077
1,3,1,0.03,0.026,0.019757697373116025
1,4,1,0.049,0.0205,0.018520453417658667
1,5,1,0.041,0.013500000000000002,0.01696631936938539
1,6,1,-0.02,0.01,0.01512188689274952
1,7,1,0.002,0.012,0.013018714738799585
1,8,1,0.012,0.006,0.010692788766199156
1,9,1,0.054,0.016,0.008183906213207933
1,10,1,0.016,0.0,0.005534994755901257
1,11,1,-0.036,0.0075,0.002791378003730641
1,12,-1,0.041,-0.0005000000000000004,1.309488953648457e-18
1,13,1,0.023,-0.009999999999999998,-0.0027913780037306336
1,14,-1,-0.025,-0.0055000000000000005,-0.00553499475590125
1,15,-1,-0.014,-0.009000000000000001,-0.008183906213207926
1,16,-1,0.027,-0.0095,-0.010692788766199151
1,17,1,-0.025,-0.003000000000000001,-0.013018714738799578
1,18,1,-0.048,-0.018500000000000003,-0.015121886892749516
1,19,1,-0.019,-0.018000000000000002,-0.016966319369385387
1,20,1,-0.015,-0.0195,-0.01852045341765866
1,21,1,-0.017,-0.026000000000000002,-0.019757697373116025
1,22,-1,0.015,-0.016,-0.020656881648650767
1,23,-1,-0.04,-0.0205,-0.021202620952007516
1,24,1,0.002,-0.015,-0.02138557753239831
1,25,-1,-0.03,-0.0195,-0.021202620952007516
1,26,-1,-0.017,-0.019000000000000003,-0.020656881648650774
1,27,-1,-0.034,-0.0285,-0.019757697373116032
1,28,1,-0.034,-0.021,-0.018520453417658667
1,29,1,-0.033,-0.0275,-0.016966319369385394
1,30,1,-0.003,-0.012499999999999999,-0.015121886892749526
1,31,-1,-0.004,-0.01,-0.01301871473879959
1,32,1,-0.028,-0.0085,-0.010692788766199163
1,33,1,-0.01,-0.006500000000000001,-0.008183906213207944
1,34,-1,-0.003,-0.0025,-0.005534994755901268
1,35,1,0.043,-0.005000000000000001,-0.0027913780037306575
1,36,-1,-0.017,-0.0125,-3.928466860945371e-18
1,37,-1,-0.003,-0.0035,0.0027913780037306314
1,38,1,-0.015,0.0115,0.005534994755901242
1,39,1,0.004,0.0175,0.00818390621320792
1,40,1,0.0,0.014,0.01069278876619914
1,41,1,0.025,0.017,0.013018714738799567
1,42,-1,-0.003,0.0145,0.015121886892749514
1,43,-1,0.025,0.018000000000000002,0.016966319369385384
1,44,1,0.017,0.017,0.01852045341765866
1,45,-1,0.016,0.0165,0.019757697373116022
1,46,1,0.007,0.014499999999999999,0.020656881648650767
1,47,-1,0.002,0.014499999999999999,0.021202620952007513
1,48,-1,0.03,0.017,0.02138557753239831
1,49,1,0.039,0.022,0.021202620952007516
1,50,1,0.039,0.024,0.020656881648650774
1,51,1,0.054,0.022,0.019757697373116032
1,52,-1,0.03,0.017,0.018520453417658674
1,53,-1,0.039,0.0295,0.0169663193693854
1,54,-1,-0.008,0.012,0.015121886892749535
1,55,-1,0.007,0.0025,0.013018714738799592
1,56,-1,0.003,0.006500000000000001,0.010692788766199167
1,57,1,0.037,0.015,0.008183906213207946
1,58,-1,0.042,0.005500000000000001,0.005534994755901271
1,59,-1,-0.041,0.010499999999999999,0.0027913780037306605
1,60,1,-0.009,-0.0014999999999999996,2.5541653225342318e-17
1,61,1,0.016,-0.006500000000000001,-0.0027913780037306284
1,62,1,-0.009,-0.013499999999999998,-0.005534994755901241
1,63,1,-0.007,-0.0105,-0.008183906213207899
1,64,-1,-0.02,-0.0175,-0.010692788766199137
1,65,-1,-0.051,-0.023999999999999997,-0.013018714738799583
1,66,1,-0.014,-0.0205,-0.0151218868927495
1,67,-1,-0.022,-0.017499999999999998,-0.01696631936938538
1,68,1,-0.03,-0.0195,-0.01852045341765865
1,69,1,0.001,-0.017,-0.01975769737311602
1,70,-1,0.013,-0.022000000000000002,-0.02065688164865076
1,71,1,-0.014,-0.0225,-0.021202620952007513
1,72,1,-0.036,-0.019999999999999997,-0.02138557753239831
1,73,-1,-0.001,-0.012,-0.02120262095200752
1,74,-1,-0.03,-0.0305,-0.020656881648650774
1,75,1,-0.043,-0.03,-0.01975769737311604
1,76,-1,0.028,0.0014999999999999996,-0.018520453417658674
1,77,-1,-0.032,-0.0055,-0.01696631936938539
1,78,-1,-0.01,-0.0075,-0.015121886892749539
1,79,-1,-0.015,-0.02,-0.013018714738799593
1,80,1,-0.046,-0.015,-0.010692788766199182
1,81,-1,-0.035,-0.0125,-0.008183906213207949
1,82,-1,0.009,-0.011,-0.005534994755901291
1,83,-1,-0.025,-0.007000000000000001,-0.0027913780037306627
1,84,1,-0.008,-0.0085,-9.166422675539199e-18
1,85,-1,0.013,0.0,0.002791378003730607
1,86,1,-0.021,-0.0015000000000000013,0.005534994755901238
1,87,-1,0.031,0.0115,0.008183906213207897
1,88,1,0.012,0.0095,0.010692788766199135
1,89,-1,0.0,0.0085,0.013018714738799548
1,90,-1,0.023,0.020999999999999998,0.015121886892749497
1,91,1,0.017,0.0165,0.01696631936938538
1,92,-1,-0.002,0.0185,0.018520453417658646
1,93,1,0.053,0.017,0.01975769737311602
1,94,-1,0.011,0.0,0.02065688164865076
1,95,1,0.029,0.023,0.021202620952007513
2,0,-1,0.009,0.0055,0.009146858527884388
2,1,1,0.048,0.021,0.009068605885184192
2,2,1,0.041,0.015000000000000001,0.008835186881495939
2,3,1,0.005,0.0035,0.008450595380688704
2,4,1,0.025,-0.004,0.007921411849970214
2,5,-1,0.034,0.008000000000000002,0.00725669076626845
2,6,1,-0.004,-0.017,0.006467805691621052
2,7,-1,-0.016,0.0014999999999999996,0.005568254668375503
2,8,1,-0.01,0.001,0.004573429263942195
2,9,1,0.034,0.0175,0.0035003512168086904
2,10,1,0.006,0.007,0.002367381189874888
2,11,-1,-0.014,0.003,0.0011939046144202568
2,12,-1,-0.026,-0.0014999999999999996,5.600835509213644e-19
2,13,-1,-0.001,0.0,-0.0011939046144202538
2,14,1,0.016,-0.002999999999999999,-0.002367381189874885
2,15,1,-0.003,-0.0085,-0.0035003512168086874
2,16,1,-0.018,-0.0009999999999999992,-0.004573429263942192
2,17,1,0.006,0.0,-0.0055682546683755
2,18,-1,0.002,0.0035,-0.006467805691621051
2,19,1,0.011,0.0045,-0.0072566907662684485
2,20,1,0.004,-0.0165,-0.007921411849970212
2,21,1,-0.006,-0.0235,-0.008450595380688704
2,22,-1,-0.008,-0.012,-0.008835186881495937
2,23,1,-0.024,-0.006500000000000001,-0.009068605885184192
2,24,-1,-0.012,-0.012,-0.009146858527884388
2,25,-1,0.0,-0.01,-0.009068605885184194
2,26,-1,-0.005,-0.0045000000000000005,-0.008835186881495939
2,27,1,0.023,-0.008,-0.008450595380688706
2,28,-1,0.008,-0.001,-0.007921411849970215
2,29,1,-0.035,-0.018000000000000002,-0.007256690766268451
2,30,1,0.016,-0.009999999999999998,-0.006467805691621056
2,31,1,0.018,-0.002,-0.005568254668375505
2,32,1,-0.007,0.0019999999999999996,-0.004573429263942198
2,33,1,-0.023,-0.008,-0.0035003512168086948
2,34,1,-0.003,0.002,-0.002367381189874893
2,35,1,-0.018,-0.0009999999999999992,-0.001193904614420264
2,36,1,-0.009,0.0045,-1.6802506527640929e-18
2,37,-1,0.019,0.004,0.0011939046144202527
2,38,-1,0.001,-0.004999999999999999,0.002367381189874882
2,39,-1,0.027,-0.007999999999999998,0.0035003512168086844
2,40,-1,0.008,0.0155,0.004573429263942188
2,41,-1,-0.018,-0.0014999999999999996,0.0055682546683754955
2,42,-1,0.032,0.016,0.0064678056916210504
2,43,-1,-0.051,-0.013499999999999998,0.007256690766268447
2,44,1,0.066,0.016,0.00792141184997021
2,45,1,-0.035,0.011,0.008450595380688703
2,46,1,-0.002,-0.0005,0.008835186881495937
2,47,1,0.027,0.01,0.009068605885184192
2,48,-1,0.013,0.009,0.009146858527884388
2,49,-1,0.024,0.008,0.009068605885184194
2,50,1,-0.018,0.0005000000000000004,0.008835186881495939
2,51,1,0.009,0.012,0.008450595380688708
2,52,-1,0.009,-0.002,0.007921411849970217
2,53,1,0.011,0.008,0.0072566907662684555
2,54,1,0.01,0.0025,0.00646780569162106
2,55,1,-0.009,-0.006,0.005568254668375506
2,56,-1,0.038,0.006,0.004573429263942199
2,57,1,0.005,0.005,0.003500351216808696
2,58,1,-0.011,-0.0019999999999999996,0.002367381189874894
2,59,-1,-0.004,-0.005,0.0011939046144202653
2,60,1,-0.009,0.0085,1.092446010712379e-17
2,61,-1,-0.014,-0.0085,-0.0011939046144202516
2,62,1,0.032,-0.0085,-0.002367381189874881
2,63,1,0.029,0.005000000000000001,-0.0035003512168086757
2,64,-1,0.005,0.0095,-0.004573429263942187
2,65,-1,0.037,0.003999999999999998,-0.0055682546683755016
2,66,-1,-0.026,-0.004499999999999999,-0.006467805691621044
2,67,1,-0.02,-0.0125,-0.007256690766268446
2,68,-1,0.017,-0.0009999999999999992,-0.007921411849970207
2,69,-1,0.016,-0.0034999999999999996,-0.008450595380688701
2,70,1,0.01,0.004,-0.008835186881495934
2,71,1,0.009,-0.007,-0.009068605885184192
2,72,1,0.002,0.010499999999999999,-0.009146858527884388
2,73,-1,-0.024,-0.0155,-0.009068605885184194
2,74,1,-0.006,-0.014499999999999999,-0.008835186881495939
2,75,-1,-0.049,-0.017,-0.008450595380688711
2,76,1,0.01,-0.009999999999999998,-0.007921411849970217
2,77,1,0.038,0.0014999999999999979,-0.00725669076626845
2,78,-1,-0.01,-0.006500000000000001,-0.006467805691621061
2,79,1,-0.013,-0.0125,-0.005568254668375507
2,80,-1,-0.01,-0.013999999999999999,-0.004573429263942206
2,81,-1,-0.003,0.0115,-0.003500351216808697
2,82,1,-0.05,-0.015500000000000002,-0.0023673811898749027
2,83,-1,0.019,-0.003000000000000001,-0.0011939046144202662
2,84,-1,0.007,0.005,-3.920584856449551e-18
2,85,-1,0.039,-0.006499999999999999,0.0011939046144202423
2,86,-1,-0.021,-0.0015000000000000013,0.0023673811898748797
2,87,-1,-0.024,-0.0025000000000000005,0.003500351216808675
2,88,-1,0.022,-0.0045000000000000005,0.004573429263942186
2,89,-1,0.016,0.0135,0.005568254668375488
2,90,1,0.018,0.013999999999999999,0.0064678056916210435
2,91,-1,0.035,0.006500000000000002,0.007256690766268446
2,92,1,0.022,0.008499999999999999,0.007921411849970205
2,93,1,0.054,0.0215,0.008450595380688701
2,94,-1,0.015,0.0175,0.008835186881495934
2,95,1,0.008,0.0015,0.009068605885184192
3,0,1,0.002,0.0035,0.003912217044519005
3,1,1,0.042,0.0030000000000000027,0.0038787474853674026
3,2,1,0.006,0.0185,0.0037789114813491964
3,3,-1,-0.014,-0.0015000000000000005,0.003614417254172906
3,4,-1,-0.02,0.0095,0.0033880793456719347
3,5,1,0.009,0.0019999999999999996,0.003103770460213457
3,6,1,0.02,0.0085,0.002766355201652982
3,7,1,0.009,-0.011,0.002381606838613663
3,8,1,0.02,0.009000000000000001,0.001956108522259503
3,9,1,0.031,0.0034999999999999996,0.0014971406467537403
3,10,1,0.027,0.0165,0.0010125562796962156
3,11,-1,0.008,0.012,0.0005106467939594502
3,12,-1,0.019,0.0195,2.395542040569959e-19
3,13,1,-0.011,0.006500000000000001,-0.0005106467939594489
3,14,-1,0.032,0.003000000000000001,-0.0010125562796962143
3,15,-1,-0.003,-0.006,-0.001497140646753739
3,16,1,0.011,0.0055,-0.0019561085222595015
3,17,1,0.002,-0.0055,-0.0023816068386136617
3,18,1,-0.014,-0.014,-0.0027663552016529815
3,19,-1,-0.011,-0.013,-0.003103770460213456
3,20,1,0.005,-0.004999999999999999,-0.003388079345671934
3,21,1,0.009,-0.017499999999999998,-0.003614417254172906
3,22,1,-0.031,0.0024999999999999988,-0.003778911481349196
3,23,1,-0.023,-0.010499999999999999,-0.0038787474853674026
3,24,-1,0.004,-0.0055,-0.003912217044519005
3,25,1,-0.047,-0.008,-0.003878747485367403
3,26,1,0.004,0.0085,-0.003778911481349197
3,27,1,0.014,0.0015000000000000005,-0.0036144172541729067
3,28,1,0.003,-0.0075,-0.003388079345671935
3,29,1,0.005,-0.0005,-0.0031037704602134572
3,30,-1,-0.041,-0.025500000000000002,-0.0027663552016529832
3,31,-1,0.028,-0.004999999999999999,-0.002381606838613664
3,32,-1,-0.019,-0.0045,-0.001956108522259504
3,33,-1,-0.023,-0.002,-0.0014971406467537422
3,34,-1,-0.033,-0.015000000000000001,-0.0010125562796962178
3,35,-1,-0.018,-0.0185,-0.0005106467939594532
3,36,-1,0.007,-0.0045000000000000005,-7.186626121709876e-19
3,37,-1,0.032,0.0155,0.0005106467939594484
3,38,1,0.02,-0.0105,0.001012556279696213
3,39,1,0.025,0.004,0.0014971406467537377
3,40,1,-0.02,-0.0045000000000000005,0.0019561085222594998
3,41,1,-0.025,-0.009500000000000001,0.00238160683861366
3,42,1,-0.039,-0.024,0.002766355201652981
3,43,1,-0.001,0.001,0.0031037704602134555
3,44,1,-0.003,-0.0095,0.0033880793456719334
3,45,-1,-0.011,0.019000000000000003,0.003614417254172905
3,46,1,0.005,-0.001,0.0037789114813491956
3,47,1,0.029,0.0115,0.003878747485367402
3,48,1,0.003,0.006,0.003912217044519005
3,49,1,0.002,0.001,0.003878747485367403
3,50,-1,0.004,0.0085,0.003778911481349197
3,51,1,-0.004,-0.0065,0.003614417254172907
3,52,-1,0.003,-0.004999999999999999,0.003388079345671936
3,53,-1,0.01,0.0115,0.003103770460213459
3,54,1,-0.006,-0.009000000000000001,0.002766355201652985
3,55,-1,0.003,0.003,0.0023816068386136643
3,56,-1,-0.004,0.011,0.0019561085222595045
3,57,1,0.026,-0.0035000000000000014,0.0014971406467537427
3,58,1,0.01,-0.015,0.0010125562796962182
3,59,-1,-0.007,-0.0225,0.0005106467939594538
3,60,1,0.046,0.010499999999999999,4.672517772409763e-18
3,61,1,0.04,0.0,-0.0005106467939594479
3,62,-1,-0.018,0.0005000000000000004,-0.0010125562796962125
3,63,1,-0.017,-0.009000000000000001,-0.001497140646753734
3,64,-1,0.009,0.0065,-0.0019561085222594993
3,65,-1,0.021,-0.008499999999999999,-0.0023816068386136625
3,66,1,0.035,0.006000000000000002,-0.0027663552016529785
3,67,-1,0.045,0.0049999999999999975,-0.003103770460213455
3,68,-1,0.0,-0.01,-0.0033880793456719316
3,69,1,-0.001,-0.002,-0.0036144172541729045
3,70,1,-0.009,-0.0125,-0.0037789114813491947
3,71,-1,0.039,0.0055,-0.003878747485367402
3,72,-1,-0.004,-0.012,-0.003912217044519005
3,73,-1,0.029,0.008,-0.0038787474853674035
3,74,-1,-0.045,-0.016,-0.003778911481349197
3,75,1,-0.045,0.002999999999999999,-0.0036144172541729084
3,76,1,0.001,-0.0135,-0.0033880793456719364
3,77,1,-0.035,-0.007000000000000001,-0.003103770460213457
3,78,-1,0.0,0.011,-0.0027663552016529854
3,79,-1,0.0,-0.007,-0.0023816068386136647
3,80,-1,-0.029,-0.006500000000000001,-0.0019561085222595076
3,81,1,0.013,0.012,-0.0014971406467537431
3,82,1,0.009,0.013999999999999999,-0.0010125562796962219
3,83,1,-0.009,-0.0085,-0.0005106467939594542
3,84,1,-0.007,-0.0005,-1.676879428398971e-18
3,85,-1,0.051,0.009999999999999998,0.000510646793959444
3,86,-1,0.022,0.008499999999999999,0.0010125562796962121
3,87,1,0.021,0.013000000000000001,0.0014971406467537336
3,88,1,0.024,-0.0025000000000000005,0.001956108522259499
3,89,1,0.041,0.009000000000000001,0.0023816068386136565
3,90,1,-0.007,-0.0015,0.002766355201652978
3,91,1,-0.002,0.006,0.003103770460213455
3,92,-1,-0.011,0.0145,0.003388079345671931
3,93,-1,-0.01,0.0065,0.0036144172541729045
3,94,1,0.017,-0.014499999999999999,0.0037789114813491943
3,95,-1,0.064,0.006500000000000002,0.003878747485367402
4,0,1,-0.01,-0.001,0.0016733004185826269
4,1,-1,0.029,0.011000000000000001,0.0016589851015383914
4,2,1,0.032,-0.0010000000000000009,0.0016162840894492678
4,3,1,0.002,0.003,0.0015459280084710576
4,4,-1,0.004,-0.0024999999999999996,0.0014491206706556898
4,5,1,0.03,0.035500000000000004,0.0013275184763932493
4,6,1,0.041,0.008,0.001183202072942064
4,7,-1,0.008,0.016,0.0010186407539772503
4,8,-1,0.018,-0.0005000000000000004,0.0008366502092913136
4,9,-1,-0.031,-0.008,0.0006403443475611412
4,10,-1,0.029,0.005500000000000001,0.00043308201650720413
4,11,-1,-0.01,-0.004,0.00021840953207780895
4,12,1,-0.005,-0.01,1.0246010008145702e-19
4,13,-1,-0.001,0.006500000000000001,-0.00021840953207780838
4,14,1,-0.002,-0.0025,-0.00043308201650720353
4,15,-1,-0.006,0.007500000000000001,-0.0006403443475611406
4,16,1,0.028,0.0155,-0.0008366502092913131
4,17,1,0.005,0.001,-0.00101864075397725
4,18,1,-0.003,-0.0025,-0.0011832020729420638
4,19,-1,0.037,0.003999999999999998,-0.0013275184763932488
4,20,1,0.009,-0.007,-0.0014491206706556893
4,21,-1,-0.006,-0.0015,-0.0015459280084710576
4,22,-1,0.004,-0.0075,-0.0016162840894492676
4,23,-1,-0.027,-0.0115,-0.0016589851015383914
4,24,-1,-0.002,0.005,-0.0016733004185826269
4,25,-1,0.013,0.004,-0.0016589851015383916
4,26,-1,0.002,0.012,-0.0016162840894492678
4,27,1,-0.013,-0.018,-0.001545928008471058
4,28,1,-0.01,-0.0015,-0.00144912067065569
4,29,-1,0.003,0.006999999999999999,-0.0013275184763932495
4,30,-1,-0.003,0.0075,-0.0011832020729420644
4,31,-1,0.007,0.001,-0.0010186407539772508
4,32,1,-0.002,-0.007,-0.0008366502092913142
4,33,1,-0.015,-0.001,-0.000640344347561142
4,34,1,-0.001,-0.0015,-0.00043308201650720505
4,35,-1,0.02,-0.0034999999999999996,-0.00021840953207781025
4,36,-1,-0.068,-0.025500000000000002,-3.07380300244371e-19
4,37,1,-0.03,-0.0095,0.0002184095320778082
4,38,-1,0.017,0.018500000000000003,0.000433082016507203
4,39,-1,0.001,-0.0005,0.0006403443475611401
4,40,-1,-0.01,-0.004,0.0008366502092913123
4,41,1,0.011,-0.0034999999999999996,0.001018640753977249
4,42,-1,-0.024,0.013000000000000001,0.0011832020729420636
4,43,-1,-0.031,-0.0025000000000000005,0.0013275184763932486
4,44,-1,0.002,0.0045000000000000005,0.0014491206706556891
4,45,-1,-0.023,-0.002999999999999999,0.0015459280084710574
4,46,-1,-0.003,0.0005,0.0016162840894492674
4,47,1,0.009,-0.007500000000000001,0.0016589851015383912
4,48,1,-0.006,-0.0075,0.0016733004185826269
4,49,1,0.027,0.016,0.0016589851015383916
4,50,-1,-0.019,-0.015,0.0016162840894492678
4,51,1,0.016,0.0045000000000000005,0.0015459280084710583
4,52,1,-0.011,-0.0045,0.0014491206706556902
4,53,1,0.006,-0.001,0.0013275184763932501
4,54,1,-0.03,-0.004999999999999999,0.0011832020729420653
4,55,1,0.044,0.002999999999999999,0.001018640753977251
4,56,-1,0.002,0.003,0.0008366502092913144
4,57,1,-0.013,-0.0014999999999999996,0.0006403443475611422
4,58,1,0.03,0.006999999999999999,0.0004330820165072052
4,59,1,0.015,0.0034999999999999996,0.00021840953207781047
4,60,1,-0.01,0.0055000000000000005,1.9984898218675606e-18
4,61,1,-0.001,-0.006999999999999999,-0.00021840953207780798
4,62,1,0.037,0.012499999999999999,-0.00043308201650720283
4,63,1,0.05,0.0075,-0.0006403443475611386
4,64,-1,0.03,0.0135,-0.0008366502092913121
4,65,-1,-0.001,0.0135,-0.0010186407539772501
4,66,1,0.018,0.015,-0.0011832020729420625
4,67,1,-0.034,-0.007000000000000001,-0.0013275184763932484
4,68,1,0.042,0.0175,-0.0014491206706556885
4,69,-1,-0.019,-0.004,-0.0015459280084710572
4,70,-1,-0.009,-0.0155,-0.001616284089449267
4,71,-1,-0.005,0.006499999999999999,-0.0016589851015383912
4,72,1,-0.001,-0.02,-0.0016733004185826269
4,73,1,0.03,0.008,-0.0016589851015383918
4,74,1,0.022,-0.009500000000000001,-0.0016162840894492678
4,75,1,0.005,-0.008499999999999999,-0.0015459280084710587
4,76,-1,0.018,0.005999999999999999,-0.0014491206706556904
4,77,-1,0.027,0.0075,-0.0013275184763932493
4,78,1,0.052,0.008,-0.0011832020729420655
4,79,-1,-0.032,-0.003000000000000001,-0.0010186407539772512
4,80,-1,-0.007,0.015,-0.0008366502092913157
4,81,1,0.028,-0.0009999999999999992,-0.0006403443475611425
4,82,1,-0.029,-0.0125,-0.0004330820165072068
4,83,1,0.028,0.0125,-0.00021840953207781066
4,84,1,0.035,-0.006999999999999999,-7.172207005701991e-19
4,85,1,-0.019,-0.0024999999999999996,0.0002184095320778063
4,86,-1,0.005,0.0055,0.0004330820165072026
4,87,1,0.063,0.0265,0.0006403443475611383
4,88,1,0.041,0.018000000000000002,0.0008366502092913119
4,89,1,-0.014,-0.0005000000000000004,0.0010186407539772475
4,90,1,-0.018,0.0015000000000000013,0.0011832020729420623
4,91,1,-0.009,-0.015,0.0013275184763932484
4,92,1,0.048,0.011000000000000001,0.0014491206706556882
4,93,1,0.097,0.023000000000000003,0.0015459280084710572
4,94,1,0.028,0.0105,0.0016162840894492667
4,95,-1,0.002,-0.009500000000000001,0.0016589851015383912
5,0,-1,-0.016,-0.0075,0.0007156899167318661
5,1,-1,0.007,-0.0009999999999999996,0.0007095670902808589
5,2,1,0.052,0.018,0.0006913033741859823
5,3,1,0.019,0.014499999999999999,0.0006612112656932782
5,4,-1,0.022,-0.0005000000000000004,0.0006198056491221657
5,5,-1,0.027,0.013,0.0005677949860519821
5,6,1,-0.002,0.0034999999999999996,0.0005060691933479381
5,7,-1,-0.036,-0.000499999999999997,0.0004356844164368231
5,8,-1,-0.018,-0.0165,0.0003578449583659331
5,9,-1,0.009,0.014499999999999999,0.0002738826738440359
5,10,1,0.059,0.0185,0.00018523418083804432
5,11,1,0.012,0.004,9.341627964129637e-05
5,12,1,0.004,-0.003,4.382336828538578e-20
5,13,-1,0.003,0.002,-9.341627964129612e-05
5,14,-1,0.007,-0.0085,-0.0001852341808380441
5,15,1,-0.021,-0.0155,-0.0002738826738440356
5,16,1,0.026,0.0215,-0.00035784495836593296
5,17,-1,-0.003,-0.010499999999999999,-0.0004356844164368229
5,18,-1,-0.019,-0.008,-0.0005060691933479381
5,19,1,-0.016,0.006500000000000001,-0.0005677949860519819
5,20,-1,-0.017,-0.018500000000000003,-0.0006198056491221655
5,21,-1,-0.009,-0.004,-0.0006612112656932782
5,22,-1,0.031,0.0215,-0.0006913033741859822
5,23,-1,0.001,-0.0035,-0.0007095670902808589
5,24,1,0.028,-0.004999999999999999,-0.0007156899167318661
