t,i,representative_spin,ensemble_mean_plus,symmetric_response,theory_perturbation
20,33,1,0.004,0.007,-8.032102494823232e-10
20,34,-1,-0.017,-0.009000000000000001,-5.432325839213338e-10
20,35,-1,-0.019,-0.004,-2.739600582369238e-10
20,36,-1,0.015,0.012,-3.855597516954091e-25
20,37,-1,-0.032,-0.014,2.7396005823692125e-10
20,38,-1,-0.023,-0.0165,5.432325839213312e-10
20,39,1,-0.041,-0.006500000000000001,8.032102494823207e-10
20,40,-1,0.0,-0.003,1.0494447649827153e-09
20,41,-1,0.006,-0.010499999999999999,1.2777229895931976e-09
20,42,1,-0.006,0.021,1.484139019600003e-09
20,43,1,-0.011,0.003000000000000001,1.6651610195003768e-09
20,44,-1,0.021,0.007000000000000001,1.8176916526872446e-09
20,45,-1,0.005,-0.0095,1.939121077737299e-09
20,46,1,0.018,-0.0005000000000000004,2.027371603521335e-09
20,47,1,-0.015,-0.0085,2.080933239075521e-09
20,48,1,-0.026,-0.004999999999999999,2.0988895299654335e-09
20,49,-1,-0.016,-0.006500000000000001,2.0809332390755216e-09
20,50,1,0.018,-0.005500000000000001,2.027371603521336e-09
20,51,1,-0.035,-0.018500000000000003,1.9391210777372996e-09
20,52,1,-0.029,-0.002,1.817691652687246e-09
20,53,-1,0.016,0.003,1.6651610195003786e-09
20,54,-1,-0.033,-0.0195,1.4841390196000052e-09
20,55,1,-0.021,0.004,1.2777229895932001e-09
20,56,-1,-0.011,0.006,1.049444764982718e-09
20,57,1,0.008,0.0205,8.032102494823234e-10
20,58,1,0.034,0.005500000000000001,5.43232583921334e-10
20,59,1,0.048,0.0135,2.739600582369241e-10
20,60,1,0.006,0.0025,2.5067879720088527e-24
20,61,1,0.01,0.011,-2.7396005823692094e-10
20,62,-1,0.029,0.0155,-5.43232583921331e-10
20,63,1,-0.031,-0.037,-8.032102494823188e-10
20,64,-1,0.007,0.0085,-1.0494447649827151e-09
20,65,-1,-0.007,-0.0155,-1.277722989593199e-09
20,66,-1,0.022,-0.016,-1.4841390196000017e-09
20,67,1,-0.047,-0.0105,-1.6651610195003766e-09
20,68,1,-0.001,-0.018000000000000002,-1.8176916526872437e-09
20,69,1,0.011,0.010499999999999999,-1.9391210777372984e-09
20,70,-1,0.009,-0.019,-2.0273716035213346e-09
20,71,-1,-0.021,-0.01,-2.080933239075521e-09
20,72,-1,0.015,0.0085,-2.0988895299654335e-09
20,73,1,0.042,0.0010000000000000009,-2.0809332390755216e-09
20,74,1,0.007,-0.0029999999999999996,-2.027371603521336e-09
20,75,-1,0.035,0.008000000000000002,-1.9391210777373004e-09
20,76,1,-0.034,-0.029,-1.8176916526872462e-09
20,77,-1,0.029,0.0115,-1.6651610195003774e-09
20,78,1,0.018,0.016,-1.4841390196000054e-09
20,79,-1,0.02,0.0035000000000000005,-1.2777229895932003e-09
20,80,-1,-0.004,-0.016,-1.0494447649827197e-09
20,81,-1,0.032,0.008,-8.032102494823237e-10
20,82,1,0.024,0.0145,-5.432325839213359e-10
20,83,1,0.001,-0.014,-2.739600582369243e-10
20,84,1,-0.003,0.0105,-8.996394206226213e-25
20,85,-1,-0.016,-0.0155,2.739600582369188e-10
20,86,1,0.026,0.009,5.432325839213307e-10
20,87,-1,0.01,-0.011,8.032102494823186e-10
20,88,1,-0.034,-0.028,1.049444764982715e-09
20,89,1,0.024,0.006,1.2777229895931958e-09
20,90,-1,0.015,-0.0034999999999999996,1.4841390196000013e-09
20,91,1,0.005,0.0105,1.6651610195003766e-09
20,92,1,0.039,0.024,1.8176916526872435e-09
20,93,1,0.003,0.021500000000000002,1.9391210777372984e-09
20,94,1,-0.031,-0.0155,2.0273716035213342e-09
20,95,-1,0.007,-0.009000000000000001,2.080933239075521e-09
21,0,-1,0.028,0.027,8.977192955002966e-10
21,1,1,-0.019,-0.005,8.900391824798863e-10
21,2,1,0.011,-0.007000000000000001,8.671302522817642e-10
21,3,-1,-0.017,-0.014,8.293844830531756e-10
21,4,-1,-0.025,-0.006500000000000001,7.774477153707262e-10
21,5,-1,0.004,-0.0175,7.122086017290547e-10
21,6,-1,-0.015,-0.0165,6.347834014502698e-10
21,7,1,-0.036,-0.007999999999999998,5.464968811774625e-10
21,8,1,-0.003,0.0225,4.488596477501484e-10
21,9,1,0.004,-0.0005,3.4354230130242384e-10
21,10,-1,-0.014,0.0015000000000000005,2.323468508314946e-10
21,11,-1,0.028,0.023,1.171758813241211e-10
21,12,-1,0.017,0.019000000000000003,5.496945308836276e-26
21,13,1,-0.001,0.006999999999999999,-1.1717588132412082e-10
21,14,1,-0.006,-0.0165,-2.323468508314943e-10
21,15,1,-0.021,-0.0010000000000000009,-3.4354230130242353e-10
21,16,1,0.009,-0.0035000000000000005,-4.488596477501481e-10
21,17,-1,-0.018,0.0045000000000000005,-5.464968811774622e-10
21,18,1,-0.017,0.009499999999999998,-6.347834014502697e-10
21,19,-1,-0.041,-0.004,-7.122086017290545e-10
21,20,1,0.022,0.014499999999999999,-7.77447715370726e-10
21,21,-1,-0.002,0.011,-8.293844830531756e-10
21,22,-1,0.019,0.0009999999999999992,-8.671302522817641e-10
21,23,-1,-0.03,-0.010499999999999999,-8.900391824798863e-10
21,24,1,-0.037,-0.007999999999999998,-8.977192955002966e-10
21,25,1,0.026,-0.003000000000000001,-8.900391824798864e-10
21,26,-1,-0.036,-0.009,-8.671302522817643e-10
21,27,1,0.035,0.021,-8.293844830531758e-10
21,28,-1,0.014,0.014499999999999999,-7.774477153707263e-10
21,29,1,0.015,-0.0085,-7.122086017290548e-10
21,30,-1,-0.032,-0.021,-6.347834014502701e-10
21,31,-1,-0.032,-0.01,-5.464968811774627e-10
21,32,1,0.014,0.006500000000000001,-4.488596477501487e-10
21,33,-1,-0.028,-0.0085,-3.435423013024243e-10
21,34,-1,-0.008,0.002,-2.323468508314951e-10
21,35,-1,0.014,-0.007,-1.171758813241218e-10
21,36,-1,-0.019,-0.008,-1.6490835926508825e-25
21,37,-1,-0.01,-0.006500000000000001,1.1717588132412072e-10
21,38,1,-0.015,-0.0215,2.32346850831494e-10
21,39,-1,-0.043,-0.028499999999999998,3.435423013024232e-10
21,40,-1,0.012,0.0035,4.4885964775014766e-10
21,41,1,0.039,0.017,5.464968811774618e-10
21,42,-1,-0.02,-0.0225,6.347834014502696e-10
21,43,-1,-0.008,-0.0135,7.122086017290544e-10
21,44,-1,-0.015,-0.0115,7.774477153707259e-10
21,45,-1,-0.007,-0.0035,8.293844830531754e-10
21,46,1,0.0,-0.01,8.67130252281764e-10
21,47,-1,-0.029,-0.021500000000000002,8.900391824798862e-10
21,48,-1,-0.024,-0.029,8.977192955002966e-10
21,49,1,-0.022,-0.005999999999999999,8.900391824798864e-10
21,50,1,0.025,0.006500000000000001,8.671302522817643e-10
21,51,1,0.008,0.001,8.293844830531759e-10
21,52,-1,0.002,-0.0235,7.774477153707265e-10
21,53,1,0.01,0.010499999999999999,7.122086017290553e-10
21,54,1,-0.015,-0.0195,6.347834014502705e-10
21,55,-1,-0.03,-0.0135,5.464968811774628e-10
21,56,-1,-0.075,-0.0215,4.488596477501488e-10
21,57,-1,0.031,0.004,3.435423013024244e-10
21,58,1,0.007,0.007,2.323468508314952e-10
21,59,1,0.002,0.0155,1.1717588132412193e-10
21,60,-1,-0.004,-0.01,1.0721821706535768e-24
21,61,-1,-0.016,-0.0095,-1.1717588132412059e-10
21,62,1,0.014,0.0015000000000000005,-2.323468508314939e-10
21,63,1,-0.026,-0.0075,-3.435423013024224e-10
21,64,1,0.058,0.020000000000000004,-4.488596477501476e-10
21,65,-1,0.007,-0.01,-5.464968811774624e-10
21,66,-1,-0.004,-0.008,-6.34783401450269e-10
21,67,-1,0.031,0.0305,-7.122086017290543e-10
21,68,-1,0.008,0.004,-7.774477153707255e-10
21,69,1,0.025,-0.012999999999999998,-8.293844830531753e-10
21,70,1,0.038,0.014499999999999999,-8.671302522817638e-10
21,71,1,0.009,0.0115,-8.900391824798862e-10
21,72,-1,-0.029,0.008499999999999999,-8.977192955002966e-10
21,73,1,0.03,0.0135,-8.900391824798865e-10
21,74,-1,-0.008,-0.0075,-8.671302522817643e-10
21,75,1,0.031,0.015,-8.293844830531763e-10
21,76,-1,-0.003,-0.003,-7.774477153707265e-10
21,77,1,0.002,-0.015,-7.122086017290547e-10
21,78,-1,0.004,0.007,-6.347834014502706e-10
21,79,1,-0.002,0.007500000000000001,-5.464968811774629e-10
21,80,-1,0.012,-0.0135,-4.4885964775014947e-10
21,81,1,0.018,-0.0105,-3.4354230130242446e-10
21,82,-1,0.003,-0.023,-2.3234685083149605e-10
21,83,1,-0.003,-0.0055,-1.1717588132412203e-10
21,84,-1,0.039,-0.009000000000000001,-3.847861716185393e-25
21,85,1,0.018,0.001999999999999999,1.1717588132411968e-10
21,86,1,-0.002,-0.013999999999999999,2.323468508314938e-10
21,87,1,-0.03,-0.0034999999999999996,3.435423013024223e-10
21,88,-1,0.053,0.017,4.488596477501475e-10
21,89,1,-0.021,0.006,5.46496881177461e-10
21,90,1,0.004,0.0165,6.34783401450269e-10
21,91,1,0.009,-0.0115,7.122086017290543e-10
21,92,-1,0.028,0.0105,7.774477153707254e-10
21,93,1,0.036,-0.006500000000000002,8.293844830531753e-10
21,94,1,0.014,0.006,8.671302522817637e-10
21,95,-1,0.017,0.0175,8.900391824798862e-10
22,0,-1,0.03,0.0195,3.839649119250316e-10
22,1,1,-0.009,0.012,3.8068003887592027e-10
22,2,-1,0.014,0.0185,3.708816248171955e-10
22,3,-1,0.047,0.0125,3.547373233300356e-10
22,4,-1,0.008,0.027,3.3252336788893196e-10
22,5,-1,-0.015,-0.0014999999999999996,3.046198454303538e-10
22,6,1,-0.018,-0.018,2.7150419295988534e-10
22,7,1,-0.018,-0.0115,2.337430284726898e-10
22,8,1,0.004,0.0125,1.9198245596251586e-10
22,9,-1,0.023,0.007,1.4693701040323052e-10
22,10,-1,0.024,0.023,9.937743185731025e-11
22,11,1,-0.035,-0.013000000000000001,5.01174778996819e-11
22,12,-1,-0.001,-0.0025,2.3511070018694267e-26
22,13,1,0.0,0.002,-5.011747789968177e-11
22,14,1,-0.009,-0.017499999999999998,-9.937743185731012e-11
22,15,-1,0.004,0.004,-1.469370104032304e-10
22,16,-1,0.003,-0.012,-1.9198245596251576e-10
22,17,1,0.038,0.013999999999999999,-2.337430284726897e-10
22,18,1,-0.024,-0.0115,-2.715041929598853e-10
22,19,-1,-0.014,-0.013000000000000001,-3.046198454303537e-10
22,20,1,-0.004,-0.019999999999999997,-3.3252336788893186e-10
22,21,1,-0.011,-0.0225,-3.547373233300356e-10
22,22,-1,-0.01,0.0024999999999999996,-3.708816248171955e-10
22,23,-1,0.009,0.0085,-3.8068003887592027e-10
22,24,-1,0.015,0.0135,-3.839649119250316e-10
22,25,1,0.028,0.0165,-3.806800388759203e-10
22,26,1,0.013,0.023,-3.7088162481719553e-10
22,27,1,0.034,-0.004499999999999997,-3.547373233300357e-10
22,28,-1,-0.018,-0.015,-3.32523367888932e-10
22,29,-1,0.028,0.007,-3.0461984543035386e-10
22,30,-1,0.011,0.0,-2.715041929598855e-10
22,31,-1,0.013,-0.006000000000000001,-2.337430284726899e-10
22,32,1,-0.002,0.0015,-1.91982455962516e-10
22,33,-1,0.049,0.012,-1.469370104032307e-10
22,34,-1,0.018,-0.013,-9.937743185731045e-11
22,35,-1,-0.012,-0.014,-5.01174778996822e-11
22,36,-1,-0.007,0.009000000000000001,-7.05332100560828e-26
22,37,-1,0.037,0.032,5.0117477899681734e-11
22,38,-1,0.011,0.009,9.937743185730999e-11
22,39,1,-0.029,-0.0285,1.4693701040323026e-10
22,40,1,-0.008,-0.03,1.9198245596251555e-10
22,41,-1,0.024,-0.009499999999999998,2.337430284726895e-10
22,42,1,-0.009,-0.013999999999999999,2.7150419295988523e-10
22,43,1,-0.025,-0.0175,3.0461984543035365e-10
22,44,-1,0.006,0.006,3.325233678889318e-10
22,45,1,-0.03,-0.004999999999999999,3.547373233300355e-10
22,46,-1,-0.014,-0.0095,3.7088162481719543e-10
22,47,1,-0.005,0.010499999999999999,3.806800388759202e-10
22,48,-1,-0.004,-0.0075,3.839649119250316e-10
22,49,1,-0.015,-0.0115,3.806800388759203e-10
22,50,-1,-0.038,-0.028499999999999998,3.7088162481719553e-10
22,51,1,0.002,-0.0025,3.547373233300357e-10
22,52,-1,0.016,0.006,3.3252336788893207e-10
22,53,1,-0.014,-0.021500000000000002,3.04619845430354e-10
22,54,1,-0.02,0.0045000000000000005,2.7150419295988565e-10
22,55,1,-0.004,0.0015,2.3374302847268996e-10
22,56,-1,-0.03,-0.0115,1.9198245596251601e-10
22,57,-1,0.023,0.0135,1.4693701040323075e-10
22,58,-1,-0.004,-0.004,9.93774318573105e-11
22,59,1,-0.041,-0.011500000000000002,5.011747789968225e-11
22,60,1,0.038,0.024,4.585846987873437e-25
22,61,-1,-0.004,-0.0015,-5.0117477899681676e-11
22,62,-1,0.014,-0.010500000000000002,-9.937743185730995e-11
22,63,1,0.034,0.0020000000000000018,-1.469370104032299e-10
22,64,-1,0.016,0.002,-1.919824559625155e-10
22,65,-1,0.008,-0.009,-2.3374302847268975e-10
22,66,-1,-0.027,-0.008,-2.7150419295988503e-10
22,67,1,-0.009,0.0125,-3.046198454303536e-10
22,68,1,0.002,0.0,-3.3252336788893165e-10
22,69,1,0.005,0.0185,-3.547373233300355e-10
22,70,1,-0.039,-0.0175,-3.708816248171953e-10
22,71,-1,0.002,-0.017499999999999998,-3.806800388759202e-10
22,72,-1,0.045,0.0115,-3.839649119250316e-10
22,73,1,-0.007,-0.0085,-3.806800388759204e-10
22,74,1,0.016,-0.004,-3.7088162481719553e-10
22,75,-1,0.043,0.010499999999999999,-3.5473732333003586e-10
22,76,-1,0.016,0.019,-3.325233678889321e-10
22,77,-1,0.006,0.0005,-3.046198454303538e-10
22,78,1,0.006,0.0095,-2.715041929598857e-10
22,79,-1,-0.001,0.004999999999999999,-2.3374302847268996e-10
22,80,1,0.009,0.022000000000000002,-1.9198245596251633e-10
22,81,1,0.005,-0.006999999999999999,-1.4693701040323078e-10
22,82,1,-0.017,-0.009500000000000001,-9.937743185731087e-11
22,83,1,-0.008,-0.012,-5.0117477899682297e-11
22,84,1,0.031,0.014499999999999999,-1.6457749013085988e-25
22,85,1,0.016,0.009000000000000001,5.0117477899681295e-11
22,86,1,-0.001,-0.0085,9.937743185730991e-11
22,87,1,0.037,-0.0010000000000000009,1.4693701040322985e-10
22,88,1,0.035,0.0175,1.9198245596251547e-10
22,89,1,-0.018,-0.0075,2.337430284726892e-10
22,90,-1,-0.026,0.002,2.71504192959885e-10
22,91,-1,-0.015,-0.028,3.046198454303536e-10
22,92,-1,0.014,-0.001,3.325233678889316e-10
22,93,1,-0.005,-0.011000000000000001,3.547373233300355e-10
22,94,-1,0.008,-0.001,3.7088162481719527e-10
22,95,1,-0.01,0.0014999999999999996,3.806800388759202e-10
23,0,1,0.03,0.004,1.6422622787386502e-10
23,1,1,0.042,0.022000000000000002,1.628212497283479e-10
23,2,1,0.024,-0.0115,1.5863035485739988e-10
23,3,1,-0.012,-0.0115,1.5172525063419846e-10
23,4,1,0.012,-0.01,1.422240853064592e-10
23,5,-1,0.028,0.019,1.3028942644716039e-10
23,6,-1,-0.061,-0.024,1.1612547937829717e-10
23,7,1,0.023,0.011,9.997459316120586e-11
23,8,1,0.0,0.003,8.211311393693252e-11
23,9,-1,0.004,0.0085,6.284665656714206e-11
23,10,-1,0.012,0.0015000000000000005,4.250487547910276e-11
23,11,-1,-0.005,-0.002,2.143582418703812e-11
23,12,-1,0.017,0.004000000000000001,1.0055956215088631e-26
23,13,1,0.039,0.012,-2.1435824187038066e-11
23,14,1,-0.016,0.0075,-4.25048754791027e-11
23,15,-1,0.001,-0.0015,-6.2846656567142e-11
23,16,1,-0.026,0.0055,-8.211311393693248e-11
23,17,-1,0.001,-0.009,-9.99745931612058e-11
23,18,1,0.003,-0.0045000000000000005,-1.1612547937829716e-10
23,19,-1,-0.023,-0.020999999999999998,-1.3028942644716033e-10
23,20,-1,-0.017,-0.015,-1.4222408530645915e-10
23,21,-1,0.019,0.013,-1.5172525063419846e-10
23,22,-1,0.004,-0.0034999999999999996,-1.5863035485739988e-10
23,23,-1,0.002,-0.002,-1.628212497283479e-10
23,24,1,0.011,-0.011500000000000002,-1.6422622787386502e-10
23,25,1,0.017,0.0195,-1.6282124972834791e-10
23,26,1,0.009,0.0009999999999999996,-1.586303548573999e-10
23,27,-1,-0.029,-0.023,-1.5172525063419848e-10
23,28,-1,0.006,-0.001,-1.4222408530645922e-10
23,29,1,-0.028,-0.0045000000000000005,-1.3028942644716039e-10
23,30,-1,0.053,0.0175,-1.1612547937829722e-10
23,31,-1,0.004,-0.012,-9.99745931612059e-11
23,32,1,-0.02,-0.019,-8.211311393693259e-11
23,33,1,0.007,-0.0015,-6.284665656714213e-11
23,34,1,0.023,-0.0205,-4.250487547910285e-11
23,35,-1,-0.004,0.005,-2.1435824187038247e-11
23,36,-1,0.022,0.008499999999999999,-3.016786864526589e-26
23,37,-1,0.012,0.003,2.1435824187038047e-11
23,38,-1,-0.007,0.0055,4.250487547910265e-11
23,39,1,-0.004,-0.003,6.284665656714194e-11
23,40,-1,-0.052,-0.010499999999999999,8.21131139369324e-11
23,41,1,-0.026,-0.0185,9.997459316120573e-11
23,42,-1,-0.029,-0.024,1.1612547937829713e-10
23,43,-1,-0.022,-0.010499999999999999,1.3028942644716033e-10
23,44,-1,-0.013,-0.0055,1.4222408530645915e-10
23,45,1,0.007,-0.0095,1.5172525063419843e-10
23,46,1,-0.012,0.0004999999999999996,1.5863035485739986e-10
23,47,1,-0.007,0.0015,1.628212497283479e-10
23,48,-1,0.011,0.0024999999999999996,1.6422622787386502e-10
23,49,-1,0.029,0.011000000000000001,1.6282124972834791e-10
23,50,-1,0.006,0.0165,1.586303548573999e-10
23,51,1,-0.036,-0.0495,1.517252506341985e-10
23,52,-1,-0.003,-0.005,1.4222408530645925e-10
23,53,1,-0.027,-0.0215,1.3028942644716046e-10
23,54,-1,-0.012,-0.0155,1.161254793782973e-10
23,55,-1,-0.034,-0.008000000000000002,9.997459316120591e-11
23,56,-1,-0.034,-0.0205,8.21131139369326e-11
23,57,1,-0.026,-0.0095,6.284665656714216e-11
23,58,-1,-0.002,0.0065,4.250487547910287e-11
23,59,-1,0.009,-0.010499999999999999,2.143582418703827e-11
23,60,1,0.038,0.0135,1.9614197262176524e-25
23,61,-1,-0.032,-0.021,-2.1435824187038024e-11
23,62,-1,-0.023,-0.0009999999999999992,-4.250487547910263e-11
23,63,-1,0.012,0.006500000000000001,-6.284665656714179e-11
23,64,-1,-0.008,-0.013,-8.211311393693238e-11
23,65,-1,-0.045,-0.019,-9.997459316120584e-11
23,66,-1,0.027,0.0195,-1.1612547937829703e-10
23,67,-1,-0.036,-0.011,-1.302894264471603e-10
23,68,-1,-0.013,-0.0115,-1.4222408530645907e-10
23,69,-1,-0.001,0.001,-1.517252506341984e-10
23,70,1,0.0,-0.003,-1.586303548573998e-10
23,71,1,-0.011,-0.001,-1.628212497283479e-10
23,72,-1,0.021,0.005000000000000001,-1.6422622787386502e-10
23,73,1,0.033,0.022,-1.6282124972834794e-10
23,74,1,-0.014,-0.0015000000000000005,-1.586303548573999e-10
23,75,1,0.026,-0.0010000000000000009,-1.5172525063419856e-10
23,76,1,-0.019,-0.017,-1.4222408530645928e-10
23,77,-1,0.067,0.0165,-1.3028942644716039e-10
23,78,1,0.008,0.009000000000000001,-1.1612547937829731e-10
23,79,1,0.032,0.013000000000000001,-9.997459316120593e-11
23,80,1,-0.001,-0.008,-8.211311393693273e-11
23,81,1,-0.047,-0.0125,-6.284665656714217e-11
23,82,-1,0.042,0.0165,-4.250487547910302e-11
23,83,1,0.024,0.0,-2.143582418703829e-11
23,84,-1,0.021,0.0055000000000000005,-7.039169350562042e-26
23,85,-1,0.075,0.037,2.143582418703786e-11
23,86,1,0.036,0.0009999999999999974,4.250487547910261e-11
23,87,-1,0.021,0.007500000000000001,6.284665656714177e-11
23,88,1,0.046,0.0155,8.211311393693237e-11
23,89,1,-0.024,-0.0135,9.997459316120558e-11
23,90,1,0.01,-0.003999999999999999,1.16125479378297e-10
23,91,-1,0.001,-0.026,1.302894264471603e-10
23,92,1,0.019,0.0075,1.4222408530645904e-10
23,93,-1,-0.02,-0.017,1.517252506341984e-10
23,94,-1,0.011,0.0125,1.586303548573998e-10
23,95,-1,0.035,0.006000000000000002,1.628212497283479e-10
24,0,-1,0.0,-0.01,7.024145458099706e-11
24,1,1,-0.019,-0.0085,6.964052919975143e-11
24,2,-1,-0.038,-0.034,6.784803505589566e-11
24,3,1,0.016,0.009000000000000001,6.489464222120435e-11
24,4,1,0.001,0.0095,6.083088406591429e-11
24,5,-1,0.023,0.002999999999999999,5.572629261874911e-11
24,6,-1,0.025,-0.0004999999999999987,4.966820885462991e-11
24,7,1,0.04,0.0245,4.276028826637892e-11
24,8,1,-0.02,-0.0014999999999999996,3.512072729049854e-11
24,9,-1,0.004,0.0075,2.688024093337252e-11
24,10,1,0.006,-0.0024999999999999996,1.8179826201265756e-11
24,11,1,0.055,0.0235,9.168349602455254e-12
24,12,-1,-0.008,-0.0055,4.301048626003612e-27
24,13,-1,0.029,0.0145,-9.168349602455232e-12
24,14,-1,0.007,0.0075,-1.8179826201265734e-11
24,15,-1,-0.025,-0.0145,-2.6880240933372497e-11
24,16,1,-0.005,0.001,-3.512072729049852e-11
24,17,-1,0.027,0.004,-4.27602882663789e-11
24,18,-1,0.028,0.0165,-4.9668208854629904e-11
24,19,-1,0.029,0.023,-5.572629261874909e-11
24,20,-1,-0.045,-0.005999999999999998,-6.083088406591428e-11
24,21,1,-0.001,-0.017,-6.489464222120435e-11
24,22,-1,-0.001,-0.022,-6.784803505589564e-11
24,23,1,-0.024,-0.009000000000000001,-6.964052919975143e-11
24,24,1,0.006,-0.007500000000000001,-7.024145458099706e-11
24,25,1,0.014,0.0075,-6.964052919975145e-11
24,26,-1,0.001,-0.004,-6.784803505589566e-11
24,27,1,0.006,0.005,-6.489464222120437e-11
24,28,1,-0.028,-0.0285,-6.08308840659143e-11
24,29,-1,-0.023,-0.024,-5.572629261874912e-11
24,30,-1,0.005,-0.006,-4.9668208854629936e-11
24,31,-1,0.006,0.006500000000000001,-4.276028826637894e-11
24,32,-1,0.024,0.025,-3.5120727290498564e-11
24,33,1,-0.019,-0.006999999999999999,-2.6880240933372555e-11
24,34,1,-0.047,-0.049,-1.8179826201265795e-11
24,35,-1,-0.053,-0.022,-9.168349602455309e-12
24,36,-1,-0.005,0.001,-1.2903145878010835e-26
24,37,-1,-0.009,-0.0245,9.168349602455223e-12
24,38,1,-0.024,-0.0085,1.817982620126571e-11
24,39,-1,-0.007,-0.003,2.6880240933372474e-11
24,40,-1,-0.03,-0.0115,3.512072729049849e-11
24,41,-1,-0.008,-0.006,4.276028826637887e-11
24,42,-1,-0.039,-0.006999999999999999,4.96682088546299e-11
24,43,-1,-0.006,0.009000000000000001,5.5726292618749086e-11
24,44,-1,0.007,-0.0155,6.083088406591427e-11
24,45,-1,-0.001,0.016,6.489464222120433e-11
24,46,1,-0.007,0.013500000000000002,6.784803505589563e-11
24,47,-1,-0.031,-0.014,6.964052919975142e-11
24,48,-1,-0.021,-0.0055000000000000005,7.024145458099706e-11
24,49,-1,0.001,-0.0075,6.964052919975145e-11
24,50,-1,-0.022,-0.009999999999999998,6.784803505589566e-11
24,51,-1,-0.024,-0.0275,6.489464222120437e-11
24,52,-1,0.012,-0.0034999999999999996,6.083088406591432e-11
24,53,1,0.005,-0.0205,5.572629261874915e-11
24,54,1,-0.009,0.0035000000000000005,4.966820885462996e-11
24,55,-1,0.02,0.006,4.2760288266378945e-11
24,56,-1,-0.037,-0.018,3.512072729049857e-11
24,57,-1,0.003,-0.002,2.6880240933372562e-11
24,58,-1,-0.029,-0.0395,1.8179826201265805e-11
24,59,1,-0.003,-0.0175,9.168349602455319e-12
24,60,-1,-0.037,-0.0335,8.389218725720616e-26
24,61,1,-0.031,-0.014,-9.168349602455214e-12
24,62,-1,-0.013,-0.013999999999999999,-1.81798262012657e-11
24,63,1,0.019,0.0225,-2.6880240933372407e-11
24,64,-1,-0.006,-0.020999999999999998,-3.512072729049848e-11
24,65,-1,0.028,0.0105,-4.276028826637891e-11
24,66,1,-0.05,-0.0075,-4.9668208854629846e-11
24,67,-1,-0.024,-0.0145,-5.572629261874908e-11
24,68,1,0.028,0.003000000000000001,-6.083088406591424e-11
24,69,1,0.022,0.0065,-6.489464222120433e-11
24,70,1,-0.006,-0.006,-6.784803505589562e-11
24,71,1,0.027,-0.01,-6.964052919975142e-11
24,72,-1,0.028,0.026000000000000002,-7.024145458099706e-11
24,73,-1,0.006,-0.0125,-6.964052919975145e-11
24,74,1,-0.033,-0.018500000000000003,-6.784803505589566e-11
24,75,-1,0.01,0.006,-6.489464222120439e-11
24,76,1,-0.028,-0.016,-6.083088406591433e-11
24,77,-1,-0.016,0.009500000000000001,-5.572629261874911e-11
24,78,1,0.018,0.0,-4.9668208854629975e-11
24,79,1,-0.008,-0.0135,-4.276028826637895e-11
24,80,1,0.037,0.0155,-3.512072729049862e-11
24,81,-1,0.002,-0.014499999999999999,-2.688024093337257e-11
24,82,1,0.033,0.0165,-1.817982620126587e-11
24,83,1,-0.002,-0.016,-9.168349602455327e-12
24,84,1,0.007,-0.013000000000000001,-3.0107340382025286e-26
24,85,1,0.024,0.014,9.168349602455144e-12
24,86,1,0.004,0.0,1.8179826201265695e-11
24,87,1,0.016,0.015,2.68802409333724e-11
24,88,1,-0.002,-0.013500000000000002,3.512072729049847e-11
24,89,1,0.012,0.007,4.27602882663788e-11
24,90,1,0.023,0.011,4.966820885462984e-11
24,91,1,-0.012,-0.03,5.572629261874908e-11
24,92,-1,0.022,0.009999999999999998,6.083088406591423e-11
24,93,-1,0.004,0.0005,6.489464222120433e-11
24,94,1,0.056,0.0115,6.784803505589562e-11
24,95,-1,-0.001,0.0055,6.964052919975142e-11
25,0,1,0.033,0.019,3.004308145860694e-11
25,1,-1,0.014,0.0115,2.978605873197065e-11
25,2,-1,-0.017,-0.0005000000000000004,2.9019388282174693e-11
25,3,-1,0.027,-0.01,2.7756188053176284e-11
25,4,1,0.02,-0.0034999999999999996,2.6018071751118857e-11
25,5,1,0.002,0.0005,2.383477902782749e-11
25,6,1,0.034,0.009000000000000001,2.12436666271208e-11
25,7,-1,-0.012,-0.012,1.828906920056696e-11
25,8,-1,0.059,0.04,1.5021540729303472e-11
25,9,-1,0.023,0.018,1.1496989531403692e-11
25,10,-1,0.004,-0.0115,7.7757216550539e-12
25,11,1,-0.031,-0.006500000000000001,3.921409025348801e-12
25,12,-1,0.028,0.01,1.839608177240309e-27
25,13,1,0.001,-0.008499999999999999,-3.921409025348791e-12
25,14,1,-0.011,0.001,-7.77572165505389e-12
25,15,-1,-0.022,-0.0185,-1.1496989531403682e-11
25,16,-1,0.03,0.018,-1.5021540729303462e-11
25,17,-1,0.012,0.0,-1.828906920056695e-11
25,18,-1,0.036,0.0255,-2.1243666627120796e-11
25,19,1,0.03,0.006499999999999999,-2.3834779027827483e-11
25,20,1,0.014,0.014499999999999999,-2.601807175111885e-11
25,21,1,0.006,0.001,-2.7756188053176284e-11
25,22,1,0.043,0.034499999999999996,-2.901938828217469e-11
25,23,1,-0.042,-0.015000000000000001,-2.978605873197065e-11
25,24,-1,-0.009,0.012,-3.004308145860694e-11
25,25,-1,0.052,0.020999999999999998,-2.978605873197065e-11
25,26,-1,-0.021,-0.012,-2.9019388282174697e-11
25,27,1,0.004,-0.0015,-2.775618805317629e-11
25,28,1,-0.011,-0.009,-2.601807175111886e-11
