t,mode_index,q,mean_magnetization,coherent_A_real,coherent_A_imag,coherent_A_abs,direct_coherent_A_plus_real,direct_coherent_A_plus_imag,direct_coherent_A_plus_abs,cosine_amplitude,theory_cosine_amplitude
0,2,0.1308996938995747,-0.00040625000000000014,0.02511148856414378,0.000311064304495496,0.02511341511839151,0.02483284541326757,-0.0016895165742656496,0.024890252661914917,0.05022297712828756,0.05
1,2,0.1308996938995747,0.0007187499999999998,0.010644561231512983,-6.168106242477754e-05,0.010644739938809732,0.011773963888317274,-0.0018814607311667946,0.011923343496113912,0.021289122463025965,0.02138557753239831
2,2,0.1308996938995747,0.004125,0.003840852344370155,-0.0002674939545949991,0.0038501558081457674,0.004518215799273497,-0.0006103318320051347,0.004559252016939116,0.00768170468874031,0.009146858527884388
3,2,0.1308996938995747,0.00353125,0.0021481930273208856,-0.0005391163179189054,0.0022148091761766994,0.0031063099015921605,-0.0029484586419154107,0.004282822616898249,0.004296386054641771,0.003912217044519005
4,2,0.1308996938995747,0.006083333333333333,0.0007404071978791499,-0.0006272721557095452,0.0009703984624883505,0.0010765596187226761,-0.001648871610474153,0.0019692024275050905,0.0014808143957582998,0.0016733004185826269
5,2,0.1308996938995747,0.00959375,0.0008964077389142092,-0.0007719308427194403,0.0011829725526515105,0.0010661122867948658,0.000547139953634402,0.0011983144566089627,0.0017928154778284184,0.0007156899167318661
6,2,0.1308996938995747,0.007458333333333333,-0.0002789030108685427,-0.00018872529223072103,0.0003367552900833326,-0.00017234497907528542,-0.00045267462315064515,0.000484372900002714,-0.0005578060217370854,0.00030610884406850024
7,2,0.1308996938995747,0.005958333333333334,0.0006846427313771273,-0.0008189505206904181,0.0010674341314416737,-0.001811585487289564,-0.0017463668389511762,0.002516274848649585,0.0013692854627542547,0.00013092628836359473
8,2,0.1308996938995747,0.00703125,0.0005963696304903849,-0.0009536495146810414,0.0011247684797426642,-0.001898734459677308,-0.0025692786610398977,0.0031947433991544685,0.0011927392609807697,5.599868581657587e-05
9,2,0.1308996938995747,0.004416666666666667,0.0030557569037212243,-0.0013676260893542933,0.0033478427942366766,0.0011065609697273626,-0.0033215731655562445,0.0035010463398628833,0.006111513807442449,2.3951284744855937e-05
10,2,0.1308996938995747,0.005562500000000001,0.0019648959458158292,-0.0021542276918028198,0.002915735417697152,-0.00037980964002906116,-0.0031011332111731287,0.0031243051317212866,0.0039297918916316585,1.0244241138233308e-05
11,2,0.1308996938995747,0.0032083333333333334,0.0003716962035923317,-0.0012234431299496717,0.0012786599078668266,0.0016785227947921201,-0.003229383055730831,0.0036395540514296736,0.0007433924071846634,4.381580262445455e-06
12,2,0.1308996938995747,0.0024375,-5.770777321934602e-05,0.0007553817495594233,0.0007575828500285567,0.0019136088964399986,-0.0005144871070548767,0.001981564026687002,-0.00011541554643869204,1.8740524883390681e-06
13,2,0.1308996938995747,0.0013125,0.0005346286778622496,-0.0003910135668585271,0.0006623589907747648,0.0026033376077315073,-0.0008196882408968188,0.002729332429751592,0.0010692573557244992,8.015538957831824e-07
14,2,0.1308996938995747,0.005322916666666667,-0.00012979028215290034,8.073234594355695e-05,0.00015285034845521168,0.00015117321253840444,-0.00017387460742272531,0.00023040338386314655,-0.0002595805643058007,3.4283385969334324e-07
15,2,0.1308996938995747,0.005708333333333333,-0.0009561968915767136,-0.000266074452395934,0.0009925261254389052,-0.0014327677390570497,0.00043533891583308825,0.0014974456136105172,-0.0019123937831534272,1.4663400174406708e-07
16,2,0.1308996938995747,0.008375,-3.758441979881703e-06,-0.000489154399151957,0.000489168838026124,-0.0008896952180350011,-0.00241629238017514,0.0025748837735880023,-7.516883959763406e-06,6.271705626367152e-08
17,2,0.1308996938995747,0.0015520833333333333,-0.00023780378181113208,-0.00020510626473685227,0.00031403696992230107,0.0006407179003848737,-0.00010351567286148707,0.0006490261338355855,-0.00047560756362226416,2.682480938661068e-08
18,2,0.1308996938995747,0.0031562500000000006,0.00182057665227201,0.0013669961274441142,0.0022766593419405465,0.00108210571939346,0.002856396177981069,0.0030544969984481725,0.00364115330454402,1.1473280818583373e-08
