t,mode_index,q,mean_magnetization,coherent_A_real,coherent_A_imag,coherent_A_abs,direct_coherent_A_plus_real,direct_coherent_A_plus_imag,direct_coherent_A_plus_abs,cosine_amplitude,theory_cosine_amplitude
0,1,0.06544984694978735,-0.003364583333333334,0.024679392844091975,8.106616539344551e-05,0.024679525985646274,0.023458811532954434,-0.0004144495405000504,0.02346247231133788,0.04935878568818395,0.05
1,1,0.06544984694978735,-0.001760416666666667,0.01547817330601168,1.6248005682245186e-05,0.015478181834072801,0.01661356774502691,0.0001389554664218409,0.016614148844892627,0.03095634661202336,0.031960476719662616
2,1,0.06544984694978735,-0.0036458333333333343,0.009528683527933974,0.0006354181437146084,0.009549846385826422,0.00950406717672403,5.563595357445874e-06,0.009504068805163204,0.019057367055867948,0.020429441442961917
3,1,0.06544984694978735,-0.00029166666666666707,0.006139387149750407,-0.0009078408074615327,0.00620614610738523,0.003933533717238258,-0.001545445541758937,0.004226238212310423,0.012278774299500814,0.013058693752669898
4,1,0.06544984694978735,-0.0010208333333333339,0.002893575803764443,-0.001320516615577506,0.0031806516728726066,0.002900676564402573,-0.0042031555482616514,0.005106901320189868,0.005787151607528886,0.008347241553428196
5,1,0.06544984694978735,0.00040625000000000036,0.0006163790244907827,-0.002875280390069809,0.002940605451833381,0.002054907337671397,-0.0045816240177657605,0.0050213467124451605,0.0012327580489815654,0.005335636386834846
6,1,0.06544984694978735,-0.002979166666666667,-0.0016833571917592516,-0.002800536944640785,0.003267521784678036,-0.0001285924199737606,-0.004453681996612766,0.004455538052517046,-0.0033667143835185032,0.003410589650520396
7,1,0.06544984694978735,-0.005687500000000001,0.0008766088280982719,-0.0009829646986128818,0.0013170659194660453,0.0005569111333405506,-0.0020727398030687214,0.0021462526183243244,0.0017532176561965438,0.002180081422515587
8,1,0.06544984694978735,-0.0013437500000000001,-0.0002646958059737314,-0.00024143220552425146,0.00035826439896309494,-0.0018079819895386823,-0.00168631609399288,0.002472339144081098,-0.0005293916119474628,0.0013935288310255676
9,1,0.06544984694978735,-0.004260416666666667,-0.0004091850915165904,0.000688273764691663,0.0008007204345352221,-9.781961839461502e-05,-0.0020451154550716628,0.0020474535165213993,-0.0008183701830331807,0.0008907569152434261
